scientific_name,taken_from,grade,corroborating_sources,mass_from,origin
Epidalea calamita,amphibio,C,,amphibio,unrecorded
Euphlyctis hexadactylus,amphibio,C,,amphibio,unrecorded
Fejervarya limnocharis,amphibio,C,,amphibio,unrecorded
Gastrophryne carolinensis,anage,B,amphibio,anage,captive
Geocrinia alba,amphibio,C,,amphibio,unrecorded
Geocrinia vitellina,amphibio,C,,amphibio,unrecorded
Glandirana rugosa,amphibio,C,,amphibio,unrecorded
Guibemantis bicalcaratus,amphibio,C,,amphibio,unrecorded
Guibemantis punctatus,amphibio,C,,amphibio,unrecorded
Hoplobatrachus occipitalis,anage,B,amphibio,anage,captive
Hoplobatrachus tigerinus,amphibio,C,,amphibio,unrecorded
Hyla annectans,amphibio,C,,amphibio,unrecorded
Hyla arborea,anage,B,amphibio,anage,captive
Hyla chrysoscelis,anage,B,amphibio,anage,captive
Hyla japonica,anage,B,amphibio,anage,captive
Hyla sarda,amphibio,C,,amphibio,unrecorded
Hyla squirella,anage,B,amphibio,anage,captive
Hyla versicolor,seed,B,amphibio;anage,seed,wild+captive
Hylarana guentheri,amphibio,C,,amphibio,unrecorded
Hylarana nigrovittata,amphibio,C,,amphibio,unrecorded
Hylarana taipehensis,amphibio,C,,amphibio,unrecorded
Hynobius kimurae,amphibio,C,,amphibio,unrecorded
Hynobius leechii,anage,B,amphibio,anage,captive
Hynobius nebulosus,anage,B,amphibio,anage,captive
Hynobius quelpaertensis,amphibio,C,,amphibio,unrecorded
Hynobius tokyoensis,amphibio,C,,amphibio,unrecorded
Hynobius yangi,amphibio,C,,amphibio,unrecorded
Hyperolius nitidulus,amphibio,C,,amphibio,unrecorded
Ichthyophis kohtaoensis,anage,B,amphibio,anage,captive
Ichthyosaura alpestris,anage,B,amphibio,anage,captive
Incilius alvarius,anage,B,amphibio,anage,captive
Incilius nebulifer,amphibio,C,,amphibio,unrecorded
Leiopelma hamiltoni,amphibio,C,,amphibio,unrecorded
Leptodactylus macrosternum,amphibio,C,,amphibio,unrecorded
Leptodactylus pentadactylus,anage,B,amphibio,anage,captive
Lissotriton boscai,anage,B,amphibio,anage,wild
Lissotriton helveticus,amphibio,C,,amphibio,unrecorded
Lissotriton vulgaris,seed,B,amphibio;anage,seed,wild+captive
Lithobates catesbeianus,seed,B,amphibio;anage,seed,wild+captive
Lithobates chiricahuensis,amphibio,C,,amphibio,unrecorded
Lithobates clamitans,anage,B,amphibio,anage,captive
Lithobates pipiens,anage,B,amphibio,anage,wild
Lithobates septentrionalis,anage,B,amphibio,anage,wild
Lithobates sphenocephalus,amphibio,C,,amphibio,unrecorded
Lithobates sylvaticus,anage,C,amphibio,anage,unrecorded
Litoria aurea,amphibio,C,,amphibio,unrecorded
Litoria caerulea,anage,B,amphibio,anage,captive
Litoria chloris,amphibio,C,,amphibio,unrecorded
Litoria lesueurii,amphibio,C,,amphibio,unrecorded
Litoria pearsoniana,amphibio,C,,amphibio,unrecorded
Litoria raniformis,amphibio,C,,amphibio,unrecorded
Litoria spenceri,amphibio,C,,amphibio,unrecorded
Lyciasalamandra luschani,amphibio,C,,amphibio,unrecorded
Mantella baroni,amphibio,C,,amphibio,unrecorded
Mantella bernhardi,amphibio,C,,amphibio,unrecorded
Mantella cowanii,amphibio,C,,amphibio,unrecorded
Mantella crocea,amphibio,C,,amphibio,unrecorded
Mantella expectata,anage,C,amphibio,anage,wild
Mantella laevigata,amphibio,C,,amphibio,unrecorded
Mantella nigricans,amphibio,C,,amphibio,unrecorded
Mantella pulchra,amphibio,C,,amphibio,unrecorded
Mantella viridis,amphibio,C,,amphibio,unrecorded
Mertensiella caucasica,amphibio,C,,amphibio,unrecorded
Microhyla ornata,anage,B,amphibio,anage,wild
Mixophyes fasciolatus,amphibio,C,,amphibio,unrecorded
Mixophyes fleayi,anage,B,amphibio,anage,wild
Nanorana parkeri,amphibio,C,,amphibio,unrecorded
Nanorana quadranus,amphibio,C,,amphibio,unrecorded
Nanorana taihangnica,amphibio,C,,amphibio,unrecorded
Necturus maculosus,seed,B,amphibio;anage,seed,wild+captive
Neurergus crocatus,amphibio,C,,amphibio,unrecorded
Notophthalmus viridescens,seed,B,amphibio;anage,seed,wild+captive
Odorrana grahami,amphibio,C,,amphibio,unrecorded
Odorrana swinhoana,amphibio,C,,amphibio,unrecorded
Ommatotriton vittatus,amphibio,C,,amphibio,unrecorded
Onychodactylus japonicus,anage,B,amphibio,anage,captive
Pelobates cultripes,amphibio,C,,amphibio,unrecorded
Pelobates fuscus,anage,B,amphibio,anage,captive
Pelobates varaldii,amphibio,C,,amphibio,unrecorded
Pelodytes punctatus,amphibio,C,,amphibio,unrecorded
Pelophylax caralitanus,amphibio,C,,amphibio,unrecorded
Pelophylax chosenicus,amphibio,C,,amphibio,unrecorded
Pelophylax epeiroticus,amphibio,C,,amphibio,unrecorded
Pelophylax lessonae,anage,B,amphibio,anage,wild
Pelophylax nigromaculatus,anage,B,amphibio,anage,wild
Pelophylax perezi,anage,B,amphibio,anage,captive
Pelophylax porosus,amphibio,C,,amphibio,unrecorded
Pelophylax ridibundus,anage,B,amphibio,anage,wild
Pelophylax saharicus,amphibio,C,,amphibio,unrecorded
Philoria frosti,amphibio,C,,amphibio,unrecorded
Physalaemus fernandezae,amphibio,C,,amphibio,unrecorded
Pipa pipa,anage,B,amphibio,anage,captive
Plethodon cinereus,seed,B,amphibio;anage,seed,wild
Plethodon glutinosus,anage,B,amphibio,anage,captive
Plethodon jordani,anage,B,amphibio,anage,captive
Plethodon kentucki,amphibio,C,,amphibio,unrecorded
Plethodon metcalfi,amphibio,C,,amphibio,unrecorded
Plethodon vehiculum,anage,B,amphibio,anage,captive
Pleurodeles waltl,anage,B,amphibio,anage,captive
Pleurodema thaul,amphibio,C,,amphibio,unrecorded
Polypedates maculatus,amphibio,C,,amphibio,unrecorded
Pristimantis educatoris,amphibio,C,,amphibio,unrecorded
Proteus anguinus,seed,A,amphibio;anage,seed,wild+captive
Pseudacris crucifer,amphibio,C,,amphibio,unrecorded
Pseudepidalea viridis,anage,B,amphibio,anage,captive
Pseudis paradoxa,anage,B,amphibio,anage,captive
Pyxicephalus adspersus,seed,B,amphibio;anage,seed,wild+captive
Rana arvalis,anage,B,amphibio,anage,wild
Rana cascadae,amphibio,C,,amphibio,unrecorded
Rana chensinensis,amphibio,C,,amphibio,unrecorded
Rana dalmatina,amphibio,C,,amphibio,unrecorded
Rana draytonii,amphibio,C,,amphibio,unrecorded
Rana iberica,anage,B,amphibio,anage,wild
Rana japonica,amphibio,C,,amphibio,unrecorded
Rana kukunoris,amphibio,C,,amphibio,unrecorded
Rana latastei,amphibio,C,,amphibio,unrecorded
Rana luteiventris,amphibio,C,,amphibio,unrecorded
Rana macrocnemis,anage,B,amphibio,anage,wild
Rana muscosa,amphibio,C,,amphibio,unrecorded
Rana sakuraii,amphibio,C,,amphibio,unrecorded
Rana temporaria,seed,B,amphibio;anage,seed,wild+captive
Rhinella achalensis,amphibio,C,,amphibio,unrecorded
Rhinella marina,seed,B,amphibio;anage,seed,wild+captive
Rhinella schneideri,anage,B,amphibio,anage,captive
Salamandra atra,anage,B,amphibio,anage,wild
Salamandra infraimmaculata,amphibio,C,,amphibio,unrecorded
Salamandra lanzai,amphibio,C,,amphibio,unrecorded
Salamandra salamandra,seed,B,amphibio;anage,seed,wild+captive
Salamandrella keyserlingii,anage,B,amphibio,anage,wild
Scaphiophryne gottlebei,anage,C,amphibio,anage,wild
Scaphiopus couchii,anage,C,amphibio,anage,captive
Siren lacertina,seed,C,amphibio;anage,seed,wild+captive
Speleomantes italicus,anage,B,amphibio,anage,captive
Stumpffia pygmaea,amphibio,C,,amphibio,unrecorded
Taricha granulosa,amphibio,C,,amphibio,unrecorded
Triturus carnifex,anage,B,amphibio,anage,wild
Triturus cristatus,anage,B,amphibio,anage,captive
Triturus dobrogicus,amphibio,C,,amphibio,unrecorded
Triturus karelinii,amphibio,C,,amphibio,unrecorded
Triturus marmoratus,anage,B,amphibio,anage,captive
Tylototriton verrucosus,anage,B,amphibio,anage,wild
Typhlonectes compressicauda,seed,C,amphibio;anage,seed,wild+captive
Typhlonectes natans,amphibio,C,,amphibio,unrecorded
Xenopus laevis,seed,A,amphibio;anage,seed,wild+captive
Anemonia viridis,seed,C,,seed,wild
Leiopathes glaberrima,seed,B,,seed,wild
Orbicella faveolata,seed,C,,seed,wild
Aphonopelma chalcodes,seed,B,,seed,wild+captive
Araneus diadematus,seed,B,,seed,wild+captive
Brachypelma hamorii,seed,A,,seed,wild+captive
Ixodes scapularis,seed,B,,seed,wild+captive
Pandinus imperator,seed,B,,seed,wild+captive
Asterias rubens,seed,B,,seed,wild
Acanthagenys rufogularis,anage,B,,anage,wild
Acanthis flammea,anage,B,amniote,anage,wild
Acanthis hornemanni,anage,B,amniote,anage,wild
Acanthisitta chloris,amniote,B,,amniote,unrecorded
Acanthiza chrysorrhoa,anage,B,,anage,wild
Acanthiza ewingii,anage,B,,anage,wild
Acanthiza inornata,anage,B,,anage,wild
Acanthiza katherina,anage,B,,anage,wild
Acanthiza lineata,anage,B,,anage,wild
Acanthiza nana,anage,B,,anage,wild
Acanthiza pusilla,anage,B,,anage,wild
Acanthiza reguloides,anage,B,,anage,wild
Acanthiza uropygialis,anage,B,,anage,wild
Acanthorhynchus superciliosus,anage,B,,anage,wild
Acanthorhynchus tenuirostris,anage,B,amniote,anage,wild
Accipiter chionogaster,amniote,B,,amniote,unrecorded
Accipiter cooperii,anage,B,amniote,anage,wild
Accipiter erythronemius,amniote,B,,amniote,unrecorded
Accipiter fasciatus,anage,B,,anage,wild
Accipiter gentilis,anage,B,amniote,anage,wild
Accipiter melanoleucus,amniote,B,,amniote,unrecorded
Accipiter nisus,anage,B,amniote,anage,wild
Accipiter striatus,anage,B,amniote,anage,wild
Accipiter ventralis,amniote,B,,amniote,unrecorded
Acridotheres cristatellus,anage,B,amniote,anage,captive
Acridotheres tristis,amniote,B,,amniote,unrecorded
Acrocephalus arundinaceus,anage,B,amniote,anage,wild
Acrocephalus australis,anage,B,amniote,anage,wild
Acrocephalus dumetorum,anage,B,amniote,anage,wild
Acrocephalus familiaris,amniote,B,,amniote,unrecorded
Acrocephalus griseldis,amniote,B,,amniote,unrecorded
Acrocephalus melanopogon,anage,B,amniote,anage,wild
Acrocephalus palustris,anage,B,amniote,anage,wild
Acrocephalus schoenobaenus,anage,B,amniote,anage,wild
Acrocephalus scirpaceus,anage,B,amniote,anage,wild
Acrocephalus sechellensis,anage,B,amniote,anage,wild
Acrocephalus stentoreus,anage,B,amniote,anage,wild
Actitis hypoleucos,anage,B,amniote,anage,wild
Actitis macularius,anage,B,amniote,anage,wild
Aechmophorus clarkii,amniote,B,,amniote,unrecorded
Aechmophorus occidentalis,anage,B,amniote,anage,wild
Aegithalos caudatus,anage,B,amniote,anage,wild
Aegithalos glaucogularis,amniote,B,,amniote,unrecorded
Aegolius acadicus,anage,B,amniote,anage,unrecorded
Aegolius funereus,anage,B,amniote,anage,unrecorded
Aegotheles cristatus,anage,B,,anage,wild
Aegypius monachus,anage,B,amniote,anage,captive
Aerodramus terraereginae,anage,B,,anage,wild
Aeronautes saxatalis,anage,B,amniote,anage,wild
Aethia cristatella,anage,B,amniote,anage,wild
Aethia pusilla,anage,B,amniote,anage,wild
Aethia pygmaea,anage,B,amniote,anage,wild
Agapornis fischeri,anage,C,amniote,anage,captive
Agapornis lilianae,anage,B,amniote,anage,captive
Agapornis pullarius,anage,B,amniote,anage,captive
Agapornis taranta,anage,B,amniote,anage,captive
Agelaius assimilis,amniote,B,,amniote,unrecorded
Agelaius phoeniceus,seed,B,amniote;anage,seed,wild
Agelaius tricolor,anage,B,amniote,anage,wild
Agelaius xanthomus,anage,B,amniote,anage,wild
Ailuroedus crassirostris,anage,B,amniote,anage,wild
Ailuroedus melanotis,anage,B,amniote,anage,wild
Aimophila ruficeps,anage,B,amniote,anage,wild
Aix galericulata,anage,C,amniote,anage,wild
Aix sponsa,seed,B,amniote;anage,seed,wild+captive
Alauda arvensis,anage,B,amniote,anage,wild
Alca torda,anage,B,amniote,anage,wild
Alcedo atthis,anage,B,amniote,anage,wild
Alcippe nipalensis,amniote,B,,amniote,unrecorded
Alcippe poioicephala,amniote,B,,amniote,unrecorded
Alectoris chukar,amniote,B,,amniote,unrecorded
Alectoris rufa,anage,B,amniote,anage,captive
Alectura lathami,anage,B,amniote,anage,unrecorded
Alisterus scapularis,anage,B,amniote,anage,captive
Alle alle,amniote,B,,amniote,unrecorded
Alopochen aegyptiaca,anage,B,amniote,anage,captive
Amazilia tzacatl,amniote,B,,amniote,unrecorded
Amazilia violiceps,anage,B,,anage,wild
Amazilia yucatanensis,anage,B,amniote,anage,wild
Amazona aestiva,anage,B,amniote,anage,captive
Amazona albifrons,anage,B,amniote,anage,captive
Amazona amazonica,seed,B,amniote;anage,seed,wild+captive
Amazona auropalliata,anage,B,amniote,anage,captive
Amazona autumnalis,anage,B,amniote,anage,captive
Amazona diadema,amniote,B,,amniote,unrecorded
Amazona festiva,anage,B,amniote,anage,captive
Amazona finschi,anage,B,amniote,anage,captive
Amazona guildingii,anage,B,amniote,anage,captive
Amazona ochrocephala,anage,B,amniote,anage,captive
Amazona oratrix,amniote,B,,amniote,unrecorded
Amazona rhodocorytha,anage,B,amniote,anage,captive
Amazona tresmariae,amniote,B,,amniote,unrecorded
Ammodramus bairdii,amniote,B,,amniote,unrecorded
Ammodramus caudacutus,anage,B,amniote,anage,wild
Ammodramus henslowii,anage,B,amniote,anage,wild
Ammodramus leconteii,anage,B,amniote,anage,wild
Ammodramus maritimus,anage,B,amniote,anage,wild
Ammodramus nelsoni,anage,B,amniote,anage,wild
Ammodramus sandwichensis,amniote,B,,amniote,unrecorded
Ammodramus savannarum,anage,B,amniote,anage,wild
Amphispiza bilineata,anage,B,amniote,anage,wild
Amphispiza quinquestriata,amniote,B,,amniote,unrecorded
Amytornis barbatus,anage,B,,anage,wild
Anas acuta,anage,B,amniote,anage,wild
Anas albogularis,amniote,B,,amniote,unrecorded
Anas americana,anage,B,amniote,anage,wild
Anas bahamensis,amniote,B,,amniote,unrecorded
Anas carolinensis,amniote,B,,amniote,unrecorded
Anas clypeata,anage,B,amniote,anage,wild
Anas crecca,anage,B,amniote,anage,wild
Anas cyanoptera,anage,B,amniote,anage,wild
Anas diazi,amniote,B,,amniote,unrecorded
Anas discors,anage,B,amniote,anage,wild
Anas eatoni,amniote,B,,amniote,unrecorded
Anas fulvigula,anage,B,amniote,anage,captive
Anas gibberifrons,amniote,B,,amniote,unrecorded
Anas gracilis,anage,B,amniote,anage,wild
Anas laysanensis,anage,B,amniote,anage,wild
Anas penelope,anage,B,amniote,anage,wild
Anas platyrhynchos,seed,B,amniote;anage,seed,wild+captive
Anas querquedula,anage,B,amniote,anage,wild
Anas rubripes,anage,B,amniote,anage,wild
Anas strepera,anage,B,amniote,anage,unrecorded
Anas superciliosa,anage,B,,anage,wild
Anas undulata,amniote,B,,amniote,unrecorded
Anas wyvilliana,amniote,B,,amniote,unrecorded
Anastomus oscitans,anage,B,amniote,avonet,captive
Anhinga anhinga,anage,B,amniote,anage,captive
Anhinga melanogaster,anage,B,amniote,anage,captive
Anhinga novaehollandiae,anage,B,amniote,anage,wild
Anhinga rufa,amniote,B,,amniote,unrecorded
Anodorhynchus hyacinthinus,anage,B,amniote,anage,captive
Anodorhynchus leari,anage,B,amniote,anage,captive
Anous minutus,anage,B,amniote,anage,wild
Anous stolidus,anage,B,amniote,anage,wild
Anous tenuirostris,anage,B,amniote,anage,wild
Anser albifrons,anage,B,amniote,anage,captive
Anser anser,anage,A,amniote,anage,captive
Anser brachyrhynchus,anage,B,amniote,anage,wild
Anser cygnoides,amniote,B,,amniote,unrecorded
Anser erythropus,anage,C,amniote,anage,wild
Anser fabalis,anage,B,amniote,anage,wild
Anser serrirostris,amniote,B,,amniote,unrecorded
Anseranas semipalmata,anage,B,amniote,anage,wild
Anthobaphes violacea,amniote,B,,amniote,unrecorded
Anthochaera carunculata,anage,B,,anage,wild
Anthochaera chrysoptera,anage,B,amniote,anage,wild
Anthochaera lunulata,anage,B,amniote,anage,wild
Anthochaera paradoxa,anage,B,,anage,wild
Anthochaera rufogularis,amniote,B,,amniote,unrecorded
Anthropoides virgo,anage,A,,anage,captive
Anthus australis,amniote,B,,amniote,unrecorded
Anthus cervinus,anage,B,amniote,anage,wild
Anthus cinnamomeus,amniote,B,,amniote,unrecorded
Anthus hoeschi,amniote,B,,amniote,unrecorded
Anthus novaeseelandiae,amniote,B,,amniote,unrecorded
Anthus petrosus,anage,B,amniote,anage,wild
Anthus pratensis,anage,B,amniote,anage,wild
Anthus richardi,amniote,B,,amniote,unrecorded
Anthus rubescens,anage,B,amniote,anage,wild
Anthus rufulus,amniote,B,,amniote,unrecorded
Anthus spinoletta,anage,B,amniote,anage,wild
Anthus trivialis,anage,B,amniote,anage,wild
Antigone canadensis,seed,B,,seed,wild+captive
Antrostomus arizonae,amniote,B,,amniote,unrecorded
Antrostomus carolinensis,amniote,B,,amniote,unrecorded
Antrostomus noctitherus,amniote,B,,amniote,unrecorded
Antrostomus vociferus,amniote,B,,amniote,unrecorded
Aphelocephala leucopsis,anage,B,,anage,wild
Aphelocoma californica,anage,B,amniote,anage,wild
Aphelocoma coerulescens,anage,B,amniote,anage,wild
Aphelocoma insularis,anage,B,amniote,anage,wild
Aphelocoma ultramarina,anage,B,amniote,anage,captive
Aphelocoma wollweberi,amniote,B,,amniote,unrecorded
Aphelocoma woodhouseii,amniote,B,,amniote,unrecorded
Aprosmictus erythropterus,anage,B,amniote,anage,captive
Aptenodytes forsteri,seed,B,amniote,seed,wild+captive
Aptenodytes patagonicus,anage,B,amniote,anage,wild
Apteryx australis,anage,B,amniote,anage,captive
Apteryx mantelli,seed,B,amniote,seed,wild+captive
Apteryx owenii,amniote,B,,amniote,unrecorded
Apteryx rowi,amniote,B,,amniote,unrecorded
Apus apus,seed,A,amniote;anage,seed,wild
Apus balstoni,amniote,B,,amniote,unrecorded
Apus barbatus,amniote,B,,amniote,unrecorded
Apus caffer,amniote,B,,amniote,unrecorded
Apus melba,anage,B,,anage,wild
Apus niansae,amniote,B,,amniote,unrecorded
Apus sladeniae,amniote,B,,amniote,unrecorded
Aquila adalberti,anage,B,amniote,anage,captive
Aquila audax,anage,B,amniote,anage,captive
Aquila chrysaetos,seed,A,amniote;anage,seed,wild+captive
Aquila fasciata,anage,B,amniote,anage,captive
Aquila heliaca,anage,B,amniote,anage,captive
Aquila nipalensis,anage,B,amniote,anage,captive
Aquila pomarina,anage,B,,anage,wild
Aquila rapax,anage,B,amniote,anage,captive
Aquila verreauxii,amniote,B,,amniote,unrecorded
Ara ambiguus,anage,B,amniote,anage,captive
Ara ararauna,seed,B,amniote;anage,seed,wild+captive
Ara chloropterus,anage,B,amniote,anage,captive
Ara glaucogularis,anage,B,amniote,anage,captive
Ara macao,seed,B,amniote;anage,seed,wild+captive
Ara militaris,anage,B,amniote,anage,captive
Ara rubrogenys,anage,B,amniote,anage,captive
Ara severus,anage,B,amniote,anage,captive
Arachnothera dilutior,amniote,B,,amniote,unrecorded
Arachnothera flammifera,amniote,B,,amniote,unrecorded
Arachnothera longirostra,amniote,B,,amniote,unrecorded
Aratinga acuticaudata,anage,B,,anage,captive
Aratinga auricapillus,anage,B,amniote,anage,captive
Aratinga canicularis,anage,B,,anage,captive
Aratinga erythrogenys,anage,B,,anage,captive
Aratinga holochlora,anage,B,,anage,captive
Aratinga nenday,amniote,B,,amniote,unrecorded
Arborophila rufogularis,amniote,B,,amniote,unrecorded
Archilochus alexandri,anage,B,amniote,anage,wild
Archilochus colubris,seed,B,amniote;anage,seed,wild+captive
Ardea alba,anage,B,amniote,anage,wild
Ardea cinerea,seed,B,amniote;anage,seed,wild+captive
Ardea cocoi,anage,B,amniote,anage,captive
Ardea goliath,anage,B,amniote,anage,captive
Ardea herodias,anage,B,amniote,anage,wild
Ardea purpurea,anage,B,amniote,anage,wild
Ardeola ralloides,amniote,B,,amniote,unrecorded
Ardeotis kori,amniote,B,,amniote,unrecorded
Arenaria interpres,anage,B,amniote,anage,wild
Arremonops rufivirgatus,anage,B,amniote,anage,wild
Arses kaupi,anage,B,,anage,wild
Artamus cyanopterus,anage,B,,anage,wild
Artemisiospiza belli,anage,B,,anage,wild
Artemisiospiza nevadensis,amniote,B,,amniote,unrecorded
Asio flammeus,anage,B,amniote,anage,unrecorded
Asio otus,anage,B,amniote,anage,wild
Athene cunicularia,anage,B,amniote,anage,wild
Athene noctua,seed,B,amniote;anage,seed,wild+captive
Atrichornis clamosus,anage,B,,anage,wild
Auriparus flaviceps,anage,B,amniote,anage,wild
Aythya affinis,anage,B,amniote,anage,wild
Aythya americana,anage,B,amniote,anage,wild
Aythya collaris,anage,B,amniote,anage,wild
Aythya ferina,anage,B,amniote,anage,wild
Aythya fuligula,anage,B,amniote,anage,wild
Aythya marila,anage,B,amniote,anage,wild
Aythya nyroca,amniote,B,,amniote,unrecorded
Aythya valisineria,anage,B,amniote,anage,wild
Baeolophus atricristatus,amniote,B,,amniote,unrecorded
Baeolophus bicolor,anage,B,amniote,anage,wild
Baeolophus inornatus,anage,B,amniote,anage,wild
Baeolophus ridgwayi,amniote,B,,amniote,unrecorded
Baeolophus wollweberi,anage,B,amniote,anage,wild
Balaeniceps rex,anage,B,amniote,anage,captive
Balearica pavonina,amniote,B,,amniote,unrecorded
Balearica regulorum,anage,B,amniote,anage,captive
Barnardius zonarius,anage,B,amniote,anage,captive
Bartramia longicauda,anage,B,amniote,anage,wild
Biziura lobata,anage,B,,anage,wild
Bolborhynchus orbygnesius,anage,B,amniote,anage,captive
Bombycilla cedrorum,anage,B,amniote,anage,wild
Bombycilla garrulus,anage,B,amniote,anage,wild
Bonasa umbellus,anage,B,amniote,anage,unrecorded
Bostrychia carunculata,anage,B,amniote,avonet,captive
Bostrychia hagedash,anage,B,amniote,anage,captive
Botaurus lentiginosus,anage,B,amniote,anage,wild
Botaurus stellaris,anage,B,amniote,anage,wild
Brachyramphus marmoratus,anage,B,amniote,anage,wild
Brachyramphus perdix,amniote,B,,amniote,unrecorded
Branta bernicla,anage,B,amniote,anage,wild
Branta canadensis,seed,B,amniote;anage,seed,wild+captive
Branta hutchinsii,anage,B,amniote,anage,wild
Branta leucopsis,anage,B,amniote,anage,wild
