species,family,order,mass_g,range_km2,centroid_lat,migration
Trichoglossus meyeri,Psittacidae,Psittaciformes,90.5,73777.06,-1.75,1
Trichoglossus moluccanus,Psittacidae,Psittaciformes,113.25,1524656.11,-26.88,1
Trichoglossus ornatus,Psittacidae,Psittaciformes,120,172993.28,-2.13,1
Trichoglossus rosenbergii,Psittacidae,Psittaciformes,113.25,2524.16,-0.94,1
Trichoglossus rubiginosus,Psittacidae,Psittaciformes,77.5,355.65,6.88,1
Trichoglossus rubritorquis,Psittacidae,Psittaciformes,113.25,860530.55,-15.96,1
Trichoglossus weberi,Psittacidae,Psittaciformes,113.25,13936.58,-8.61,1
Triclaria malachitacea,Psittacidae,Psittaciformes,90,30242.84,-27.08,1
Vini australis,Psittacidae,Psittaciformes,49.5,3674.17,-14.66,1
Vini kuhlii,Psittacidae,Psittaciformes,40,37.9,-20.59,1
Vini peruviana,Psittacidae,Psittaciformes,29,58.62,-15.3,1
Vini stepheni,Psittacidae,Psittaciformes,55,41.11,-24.36,1
Vini ultramarina,Psittacidae,Psittaciformes,49.5,81.42,-8.91,1
Nestor meridionalis,Strigopidae,Psittaciformes,428.01,71120.91,-41.88,1
Nestor notabilis,Strigopidae,Psittaciformes,862.97,63273.75,-43.37,1
Strigops habroptila,Strigopidae,Psittaciformes,1732.05,57.25,-41.55,1
Pterocles alchata,Pteroclidae,Pterocliformes,275.79,3142814.68,37.64,2
Pterocles bicinctus,Pteroclidae,Pterocliformes,237,1654904.57,-20.46,1
Pterocles burchelli,Pteroclidae,Pterocliformes,180.67,1218509.01,-22.19,1
Pterocles coronatus,Pteroclidae,Pterocliformes,300,4815595.16,25.77,2
Pterocles decoratus,Pteroclidae,Pterocliformes,181.34,1363573.06,0.28,2
Pterocles exustus,Pteroclidae,Pterocliformes,202.81,9267366.88,16.11,2
Pterocles gutturalis,Pteroclidae,Pterocliformes,338,810480.4,-10.12,2
Pterocles indicus,Pteroclidae,Pterocliformes,178.21,1916026.14,22.01,1
Pterocles lichtensteinii,Pteroclidae,Pterocliformes,209.1,3826174.11,18.14,1
Pterocles namaqua,Pteroclidae,Pterocliformes,177,2037622.26,-24.52,2
Pterocles orientalis,Pteroclidae,Pterocliformes,404.87,5783511.92,39.56,2
Pterocles personatus,Pteroclidae,Pterocliformes,181.3,263503.92,-20.06,1
Pterocles quadricinctus,Pteroclidae,Pterocliformes,178.88,3917295.51,11.49,1
Pterocles senegallus,Pteroclidae,Pterocliformes,263.36,9258740.38,23.93,2
Syrrhaptes paradoxus,Pteroclidae,Pterocliformes,256.43,7445557.07,46.83,2
Syrrhaptes tibetanus,Pteroclidae,Pterocliformes,343.66,1238571.56,33.28,2
Aptenodytes forsteri,Spheniscidae,Sphenisciformes,33569.33,83236.83,-71.04,2
Aptenodytes patagonicus,Spheniscidae,Sphenisciformes,11731.07,24905.39,-51.39,2
Eudyptes chrysocome,Spheniscidae,Sphenisciformes,2327.85,35718.74,-52.52,2
Eudyptes chrysolophus,Spheniscidae,Sphenisciformes,4485.08,48864.72,-54.32,2
Eudyptes moseleyi,Spheniscidae,Sphenisciformes,2327.85,248.71,-38.2,2
Eudyptes pachyrhynchus,Spheniscidae,Sphenisciformes,3904.88,26.15,-45.62,2
Eudyptes robustus,Spheniscidae,Sphenisciformes,3038.02,2.9,-48.01,2
Eudyptes schlegeli,Spheniscidae,Sphenisciformes,4242.64,127.71,-54.63,2
Eudyptes sclateri,Spheniscidae,Sphenisciformes,5888.95,23.43,-49.61,2
Eudyptula minor,Spheniscidae,Sphenisciformes,1107.82,365250.03,-40.8,2
Megadyptes antipodes,Spheniscidae,Sphenisciformes,5326.24,80802.25,-45.92,1
Pygoscelis adeliae,Spheniscidae,Sphenisciformes,4847.67,148210.8,-70.24,2
Pygoscelis antarcticus,Spheniscidae,Sphenisciformes,4146.08,12591.58,-61.33,2
Pygoscelis papua,Spheniscidae,Sphenisciformes,5932.95,31443.71,-54.31,2
Spheniscus demersus,Spheniscidae,Sphenisciformes,3130.11,330067.23,-31.44,2
Spheniscus humboldti,Spheniscidae,Sphenisciformes,4366.39,73314.02,-23.48,2
Spheniscus magellanicus,Spheniscidae,Sphenisciformes,4105.1,940638.86,-49.07,2
Spheniscus mendiculus,Spheniscidae,Sphenisciformes,1921.86,1040.81,-0.48,2
Aegolius acadicus,Strigidae,Strigiformes,100.69,5712891.95,46.64,3
Aegolius funereus,Strigidae,Strigiformes,137.18,23596074.83,57.12,2
Aegolius harrisii,Strigidae,Strigiformes,120,1098550.77,-22.44,1
Aegolius ridgwayi,Strigidae,Strigiformes,80,43992.75,15.28,2
Asio abyssinicus,Strigidae,Strigiformes,322.5,153995.93,4.65,1
Asio capensis,Strigidae,Strigiformes,334,7302556.68,-10.23,1
Asio clamator,Strigidae,Strigiformes,443.28,7163922.1,-14.33,1
Asio flammeus,Strigidae,Strigiformes,322.61,39874062.36,49.62,3
Asio madagascariensis,Strigidae,Strigiformes,322.5,579908.5,-19.33,1
Asio otus,Strigidae,Strigiformes,296.57,27618929.92,50.73,2
Asio stygius,Strigidae,Strigiformes,565,5017278.49,-14.23,1
Athene blewitti,Strigidae,Strigiformes,241,5435.61,21.48,1
Athene brama,Strigidae,Strigiformes,112,5213398.06,21.94,1
Athene cunicularia,Strigidae,Strigiformes,150.61,14303129.42,3.15,1
Athene noctua,Strigidae,Strigiformes,168.92,26742298.73,40.42,1
Athene superciliaris,Strigidae,Strigiformes,231,415419.42,-19.41,1
Bubo africanus,Strigidae,Strigiformes,645,9185929.09,-13.17,1
Bubo ascalaphus,Strigidae,Strigiformes,2100,3200038.62,27.62,1
Bubo bengalensis,Strigidae,Strigiformes,1100,3283460.59,23.34,1
Bubo blakistoni,Strigidae,Strigiformes,3850,2289996.15,51.14,1
Bubo bubo,Strigidae,Strigiformes,2668.51,31974373.19,49.31,1
Bubo capensis,Strigidae,Strigiformes,1118.64,1905194.15,-23.74,1
Bubo cinerascens,Strigidae,Strigiformes,499.99,9679896.35,10.5,1
Bubo coromandus,Strigidae,Strigiformes,1392.15,1428965.17,25.01,1
Bubo lacteus,Strigidae,Strigiformes,2114.94,11298632.02,-4.94,1
Bubo leucostictus,Strigidae,Strigiformes,532.54,2567896.43,1.1,1
Bubo magellanicus,Strigidae,Strigiformes,1166.38,2370543.59,-36.06,1
Bubo nipalensis,Strigidae,Strigiformes,1396.42,2384160.56,22.43,1
Bubo philippensis,Strigidae,Strigiformes,532.5,224009.38,12.02,1
Bubo poensis,Strigidae,Strigiformes,654.94,3809271.04,1.99,1
Bubo scandiacus,Strigidae,Strigiformes,2028.76,5773405.49,71.95,3
Bubo shelleyi,Strigidae,Strigiformes,1257,1316503.9,2.66,1
Bubo sumatranus,Strigidae,Strigiformes,1525,1415096.11,0.29,1
Bubo virginianus,Strigidae,Strigiformes,1354.5,24426738.59,34.04,1
Ciccaba albitarsis,Strigidae,Strigiformes,307.5,325371.54,-3.71,1
Ciccaba huhula,Strigidae,Strigiformes,370,7366712.07,-6.08,1
Ciccaba nigrolineata,Strigidae,Strigiformes,457.89,991396.19,11.59,1
Ciccaba virgata,Strigidae,Strigiformes,283.97,10135669.69,-2.47,1
Glaucidium albertinum,Strigidae,Strigiformes,73,32391.82,-2.23,1
Glaucidium bolivianum,Strigidae,Strigiformes,62.95,121188.27,-15.46,1
Glaucidium brasilianum,Strigidae,Strigiformes,63.3,14375175.98,-6.96,1
Glaucidium brodiei,Strigidae,Strigiformes,59.39,2470997.29,23.41,1
Glaucidium californicum,Strigidae,Strigiformes,70.5,1898663.75,45.06,2
Glaucidium capense,Strigidae,Strigiformes,122,4071921.71,-13.88,1
Glaucidium castaneum,Strigidae,Strigiformes,100,91747.23,-0.99,1
Glaucidium castanopterum,Strigidae,Strigiformes,198.2,50170.82,-7.85,1
Glaucidium castanotum,Strigidae,Strigiformes,100,46677.71,7.62,1
Glaucidium cobanense,Strigidae,Strigiformes,61.25,68465.71,14.99,1
Glaucidium costaricanum,Strigidae,Strigiformes,65.99,10616.37,9.59,1
Glaucidium cuculoides,Strigidae,Strigiformes,198.16,4612393.64,23.89,1
Glaucidium gnoma,Strigidae,Strigiformes,61.25,585868.15,23.69,1
Glaucidium griseiceps,Strigidae,Strigiformes,50.58,270382.47,14.43,1
Glaucidium hardyi,Strigidae,Strigiformes,58.3,4691899.43,-6.14,1
Glaucidium hoskinsii,Strigidae,Strigiformes,61.25,44146.11,25.35,1
Glaucidium jardinii,Strigidae,Strigiformes,66.9,205500.74,0.57,1
Glaucidium minutissimum,Strigidae,Strigiformes,50,1209018.27,-20.7,1
Glaucidium mooreorum,Strigidae,Strigiformes,51,NA,NA,1
Glaucidium nana,Strigidae,Strigiformes,73.7,656548.54,-45.06,2
Glaucidium nubicola,Strigidae,Strigiformes,77.53,6915.65,2.4,1
Glaucidium palmarum,Strigidae,Strigiformes,45.7,226441.5,21.57,1
Glaucidium parkeri,Strigidae,Strigiformes,61.39,29014.24,-7.11,1
Glaucidium passerinum,Strigidae,Strigiformes,57.87,11366077.56,56.73,2
Glaucidium perlatum,Strigidae,Strigiformes,79.24,11923401.87,-2.11,1
Glaucidium peruanum,Strigidae,Strigiformes,62.41,334618.81,-9.64,1
Glaucidium radiatum,Strigidae,Strigiformes,101,2186922.27,20.48,1
Glaucidium sanchezi,Strigidae,Strigiformes,55,27181.76,22.87,1
Glaucidium siju,Strigidae,Strigiformes,69.47,109364.76,21.61,1
Glaucidium sjostedti,Strigidae,Strigiformes,139,1369630.82,0.61,1
Glaucidium tephronotum,Strigidae,Strigiformes,87.39,2054685.26,2.15,1
Glaucidium tucumanum,Strigidae,Strigiformes,57.5,448119.82,-27.2,1
Jubula lettii,Strigidae,Strigiformes,183,2256025.42,0.77,1
Ketupa flavipes,Strigidae,Strigiformes,2315,2648554.3,26.34,1
Ketupa ketupu,Strigidae,Strigiformes,1293,2556769.49,7.38,1
Ketupa zeylonensis,Strigidae,Strigiformes,1105,5475867.52,20.71,1
Lophostrix cristata,Strigidae,Strigiformes,538.66,5025098.51,-3.43,1
Margarobyas lawrencii,Strigidae,Strigiformes,95.2,109791.53,21.62,1
Megascops albogularis,Strigidae,Strigiformes,159,244881.91,-3,1
Megascops asio,Strigidae,Strigiformes,179.99,4938942.17,38.29,1
Megascops atricapilla,Strigidae,Strigiformes,118.89,990012.51,-22.72,1
Megascops barbarus,Strigidae,Strigiformes,69,18360.29,16.01,1
Megascops choliba,Strigidae,Strigiformes,132,13065137.78,-9.8,1
Megascops clarkii,Strigidae,Strigiformes,158.46,9927.9,9.37,1
Megascops colombianus,Strigidae,Strigiformes,153,13694.16,2.41,1
Megascops cooperi,Strigidae,Strigiformes,149.94,78738.89,13.29,1
Megascops gilesi,Strigidae,Strigiformes,132,4488.8,10.95,1
Megascops guatemalae,Strigidae,Strigiformes,118,660793.49,19.37,1
Megascops hoyi,Strigidae,Strigiformes,110,54416.26,-22.39,1
Megascops ingens,Strigidae,Strigiformes,165.32,171538.44,-8.25,1
Megascops kennicottii,Strigidae,Strigiformes,141.82,3582764.44,38.73,1
Megascops koepckeae,Strigidae,Strigiformes,116.93,160334.46,-10.92,1
Megascops marshalli,Strigidae,Strigiformes,110,24727.09,-13.46,1
Megascops nudipes,Strigidae,Strigiformes,137.34,9247.43,18.22,1
Megascops petersoni,Strigidae,Strigiformes,97.5,18835.64,-1.76,1
Megascops roboratus,Strigidae,Strigiformes,126.7,79303.5,-4.55,1
Megascops sanctaecatarinae,Strigidae,Strigiformes,179.72,418281.17,-28.67,1
Megascops seductus,Strigidae,Strigiformes,160,90735.21,18.62,1
Megascops trichopsis,Strigidae,Strigiformes,88.26,660977.77,22.14,1
Megascops vermiculatus,Strigidae,Strigiformes,118,429930.99,0.8,1
Megascops watsonii,Strigidae,Strigiformes,129,6312593.48,-4.61,1
Micrathene whitneyi,Strigidae,Strigiformes,41,643111.79,30.03,3
Nesasio solomonensis,Strigidae,Strigiformes,1155,13115.12,-6.74,1
Ninox affinis,Strigidae,Strigiformes,146,5655.23,12.28,1
Ninox boobook,Strigidae,Strigiformes,282.19,7695657.77,-25.4,2
Ninox burhani,Strigidae,Strigiformes,99,435.6,-0.43,1
Ninox connivens,Strigidae,Strigiformes,577.99,2759461.25,-24.32,1
Ninox forbesi,Strigidae,Strigiformes,210,4268.15,-7.6,1
Ninox granti,Strigidae,Strigiformes,200.81,5477.09,-9.62,1
Ninox hantu,Strigidae,Strigiformes,210,8411.24,-3.42,1
Ninox hypogramma,Strigidae,Strigiformes,210,20104.79,0.73,1
Ninox ios,Strigidae,Strigiformes,86,3684.39,-0.66,1
Ninox jacquinoti,Strigidae,Strigiformes,200.81,17230.73,-6.85,1
Ninox japonica,Strigidae,Strigiformes,225,4144348.68,39.35,3
Ninox leucopsis,Strigidae,Strigiformes,190,68056.97,-41.94,2
Ninox leventisi,Strigidae,Strigiformes,127.89,252.94,9.17,1
Ninox malaitae,Strigidae,Strigiformes,200.81,4355.47,-9,1
Ninox meeki,Strigidae,Strigiformes,265,1830.14,-2.09,1
Ninox mindorensis,Strigidae,Strigiformes,113,9854.29,12.96,1
Ninox natalis,Strigidae,Strigiformes,184,137.18,-10.49,1
Ninox novaeseelandiae,Strigidae,Strigiformes,183.37,269367.33,-41.78,2
Ninox obscura,Strigidae,Strigiformes,191,5202.99,12.3,3
Ninox ochracea,Strigidae,Strigiformes,99,94118.1,-1.67,1
Ninox odiosa,Strigidae,Strigiformes,209,33162.44,-5.47,2
Ninox philippensis,Strigidae,Strigiformes,127.89,160922.43,14.32,1
Ninox punctulata,Strigidae,Strigiformes,151,152203.91,-2.14,1
Ninox randi,Strigidae,Strigiformes,202,226955.05,12.02,3
Ninox reyi,Strigidae,Strigiformes,127.89,1788.15,5.56,1
Ninox roseoaxillaris,Strigidae,Strigiformes,200.81,3331.79,-10.53,1
Ninox rudolfi,Strigidae,Strigiformes,222,10704.53,-9.76,1
Ninox rufa,Strigidae,Strigiformes,931.67,824417.84,-6.71,2
Ninox rumseyi,Strigidae,Strigiformes,127.89,4442.79,10.31,1
Ninox scutulata,Strigidae,Strigiformes,191,5210706.2,15.27,3
Ninox spilocephala,Strigidae,Strigiformes,137,96776.28,7.68,1
Ninox spilonotus,Strigidae,Strigiformes,178,1145.01,12.41,1
Ninox squamipila,Strigidae,Strigiformes,210,18242.6,-3.22,1
Ninox strenua,Strigidae,Strigiformes,1345.97,573814.15,-32.33,2
Ninox sumbaensis,Strigidae,Strigiformes,90,2933.17,-9.8,1
Ninox theomacha,Strigidae,Strigiformes,125,596413.95,-4.88,1
Ninox variegata,Strigidae,Strigiformes,179,7756.1,-3.65,1
Otus alfredi,Strigidae,Strigiformes,67.5,498.38,-8.68,1
Otus alius,Strigidae,Strigiformes,95,998.3,7.07,1
Otus angelinae,Strigidae,Strigiformes,82.2,16745.86,-7.41,1
Otus bakkamoena,Strigidae,Strigiformes,138.5,2947848.96,22.7,1
Otus balli,Strigidae,Strigiformes,67.5,5825.33,12.28,1
Otus beccarii,Strigidae,Strigiformes,114,2524.27,-0.94,1
Otus brookii,Strigidae,Strigiformes,139,38843.48,2.04,1
Otus brucei,Strigidae,Strigiformes,84.35,1459194.93,36.55,2
Otus capnodes,Strigidae,Strigiformes,119,271.7,-12.23,1
Otus collari,Strigidae,Strigiformes,81.91,556.53,3.56,1
Otus cyprius,Strigidae,Strigiformes,92,9272.41,35.05,3
Otus elegans,Strigidae,Strigiformes,124,4014.39,25.84,1
Otus enganensis,Strigidae,Strigiformes,104.88,400.8,-5.4,1
Otus everetti,Strigidae,Strigiformes,125,119572.02,8.39,1
Otus feae,Strigidae,Strigiformes,67,14.7,-1.43,1
Otus fuliginosus,Strigidae,Strigiformes,92,8606.99,9.86,1
Otus gurneyi,Strigidae,Strigiformes,370,108097.9,8.19,1
Otus hartlaubi,Strigidae,Strigiformes,79,388.97,0.21,1
Otus icterorhynchus,Strigidae,Strigiformes,73.29,670799.02,1.68,1
Otus insularis,Strigidae,Strigiformes,144,38.38,-4.66,1
Otus ireneae,Strigidae,Strigiformes,50.3,634.79,-4.27,1
Otus jolandae,Strigidae,Strigiformes,165,2121.08,-8.41,1
Otus lempiji,Strigidae,Strigiformes,115,1486775.34,0.38,1
Otus lettia,Strigidae,Strigiformes,139,4204562.9,23.07,1
Otus longicornis,Strigidae,Strigiformes,82.87,19826.2,16.6,1
Otus magicus,Strigidae,Strigiformes,165,84167.62,-4.08,1
Otus manadensis,Strigidae,Strigiformes,88,178034.37,-2.18,1
Otus mantananensis,Strigidae,Strigiformes,106,1849.02,11.69,1
Otus mayottensis,Strigidae,Strigiformes,101,370.97,-12.82,1
Otus megalotis,Strigidae,Strigiformes,178.4,106380.23,15.88,1
Otus mendeni,Strigidae,Strigiformes,88,2349.32,-1.38,1
Otus mentawi,Strigidae,Strigiformes,104.9,6119.87,-1.86,1
Otus mindorensis,Strigidae,Strigiformes,106,959.24,13.11,1
Otus mirus,Strigidae,Strigiformes,61.32,1658.12,8.09,1
Otus moheliensis,Strigidae,Strigiformes,104.97,207.24,-12.32,1
Otus nigrorum,Strigidae,Strigiformes,99,24351.81,10.58,1
Otus pamelae,Strigidae,Strigiformes,66.5,203556.86,15.86,1
Otus pauliani,Strigidae,Strigiformes,69.49,174.34,-11.75,1
Otus pembaensis,Strigidae,Strigiformes,67,970.44,-5.17,1
Otus rufescens,Strigidae,Strigiformes,76.54,887256.44,0.58,1
Otus rutilus,Strigidae,Strigiformes,101,590836.08,-19.39,1
Otus sagittatus,Strigidae,Strigiformes,122.64,148393.3,9.39,1
Otus scops,Strigidae,Strigiformes,92,8778464.51,46.4,3
Otus semitorques,Strigidae,Strigiformes,121.53,1982105.07,41.38,2
Otus senegalensis,Strigidae,Strigiformes,67,13485667.89,-1.16,1
Otus siaoensis,Strigidae,Strigiformes,165,115.19,2.74,1
Otus silvicola,Strigidae,Strigiformes,212,28274.7,-8.62,1
Otus socotranus,Strigidae,Strigiformes,67,3622.4,12.51,1
Otus spilocephalus,Strigidae,Strigiformes,67.5,3350281.15,20.4,1
Otus sulaensis,Strigidae,Strigiformes,88,4678.07,-1.88,1
Otus sunia,Strigidae,Strigiformes,78.09,7325311.2,31.47,1
Otus tempestatis,Strigidae,Strigiformes,165,2638.17,-7.78,1
Otus thilohoffmanni,Strigidae,Strigiformes,76.5,237.13,6.48,1
Otus umbra,Strigidae,Strigiformes,95,1552.39,2.63,1
Pseudoscops grammicus,Strigidae,Strigiformes,335,11021.79,18.16,1
Psiloscops flammeolus,Strigidae,Strigiformes,59.9,1041707.57,34.83,3
Ptilopsis granti,Strigidae,Strigiformes,214.42,7822704.31,-14.57,1
Ptilopsis leucotis,Strigidae,Strigiformes,204,8309644.17,10.37,1
Pulsatrix koeniswaldiana,Strigidae,Strigiformes,481,651781.62,-23.61,1
Pulsatrix melanota,Strigidae,Strigiformes,82,156909.18,-8.92,1
Pulsatrix perspicillata,Strigidae,Strigiformes,983.55,12679502.98,-6.68,1
Pyrroglaux podargina,Strigidae,Strigiformes,178.4,437.19,7.45,1
Scotopelia bouvieri,Strigidae,Strigiformes,636.99,3343964.51,1.65,1
Scotopelia peli,Strigidae,Strigiformes,1942.75,4649310.2,-2.9,1
Scotopelia ussheri,Strigidae,Strigiformes,787.18,358371,6.54,1
Strix aluco,Strigidae,Strigiformes,472.46,9594068.11,49.39,1
Strix butleri,Strigidae,Strigiformes,219,3653.25,26.29,1
Strix chacoensis,Strigidae,Strigiformes,330,766166.49,-26.95,1
Strix fulvescens,Strigidae,Strigiformes,711.5,116030.37,15.12,1
Strix hadorami,Strigidae,Strigiformes,219,196474.04,21.71,1
Strix hylophila,Strigidae,Strigiformes,345.38,711556.62,-25.78,1
Strix leptogrammica,Strigidae,Strigiformes,970,5428569.66,17.85,1
Strix nebulosa,Strigidae,Strigiformes,1061.89,19847527.93,58.78,1
Strix nivicolum,Strigidae,Strigiformes,472.46,4870063.2,30.99,1
Strix occidentalis,Strigidae,Strigiformes,586.37,1207066.6,35.47,1
Strix ocellata,Strigidae,Strigiformes,1011,2253179.97,20.98,1
Strix rufipes,Strigidae,Strigiformes,380,639116.13,-44.09,1
Strix seloputo,Strigidae,Strigiformes,1011,610935.05,7.98,1
Strix uralensis,Strigidae,Strigiformes,780.56,12224942.84,57.06,1
Strix varia,Strigidae,Strigiformes,711.49,6628563.52,43.93,1
Strix woodfordii,Strigidae,Strigiformes,350,9861983.74,-4.86,1
Surnia ulula,Strigidae,Strigiformes,319.9,21131927.34,59.62,2
Uroglaux dimorpha,Strigidae,Strigiformes,220,181237.67,-3.92,1
Xenoglaux loweryi,Strigidae,Strigiformes,48,1624.29,-5.75,1
Phodilus assimilis,Tytonidae,Strigiformes,280.24,75195.76,9.95,1
Phodilus badius,Tytonidae,Strigiformes,280.24,3479052.56,10.95,1
Phodilus prigoginei,Tytonidae,Strigiformes,195,4661.83,-3.39,1
Tyto alba,Tytonidae,Strigiformes,403.32,63140525.19,3.24,1
Tyto almae,Tytonidae,Strigiformes,540,1302.34,-3.14,1
Tyto aurantia,Tytonidae,Strigiformes,540,35138.49,-5.47,1
Tyto capensis,Tytonidae,Strigiformes,364.74,2692718.84,-11.97,2
Tyto glaucops,Tytonidae,Strigiformes,397.5,75807.64,18.82,2
Tyto inexspectata,Tytonidae,Strigiformes,540,47061.5,0.4,1
Tyto longimembris,Tytonidae,Strigiformes,423.5,4271719.31,13.43,1
Tyto multipunctata,Tytonidae,Strigiformes,660.6,55267.62,-16.39,1
Tyto nigrobrunnea,Tytonidae,Strigiformes,631.9,2875.25,-1.81,1
Tyto novaehollandiae,Tytonidae,Strigiformes,631.85,3177413.8,-25.69,1
Tyto rosenbergii,Tytonidae,Strigiformes,364.7,154411.79,-2.06,1
Tyto soumagnei,Tytonidae,Strigiformes,284,60630.31,-17.42,1
Tyto tenebricosa,Tytonidae,Strigiformes,660.6,1125489.71,-13.91,1
Apteryx australis,Apterygidae,Struthioniformes,2320.51,11012.06,-45.55,1
Apteryx haastii,Apterygidae,Struthioniformes,2022.68,8561.32,-41.52,1
Apteryx mantelli,Apterygidae,Struthioniformes,2320.51,37689.64,-37.84,1
Apteryx owenii,Apterygidae,Struthioniformes,1238.29,35.17,-39.53,1
Apteryx rowi,Apterygidae,Struthioniformes,1924,239.4,-43.25,1
Casuarius bennetti,Casuariidae,Struthioniformes,34999.99,396486.38,-5.06,1
Casuarius casuarius,Casuariidae,Struthioniformes,44000,379633.34,-6.85,1
Casuarius unappendiculatus,Casuariidae,Struthioniformes,46073.85,185350.58,-3.26,1
Dromaius novaehollandiae,Casuariidae,Struthioniformes,34093.25,4231350.45,-28.09,1
Rhea americana,Rheidae,Struthioniformes,23000,6537549.66,-21.37,1
Rhea pennata,Rheidae,Struthioniformes,23900,660510.26,-44.99,1
Rhea tarapacensis,Rheidae,Struthioniformes,23900,424810.53,-22.22,1
Struthio camelus,Struthionidae,Struthioniformes,111000,8595319.06,2.55,1
Struthio molybdophanes,Struthionidae,Struthioniformes,111000,1079016.7,5.53,1
Crypturellus atrocapillus,Tinamidae,Struthioniformes,453,120601.77,-14.81,1
Crypturellus bartletti,Tinamidae,Struthioniformes,241,1611496.6,-7.6,1
Crypturellus berlepschi,Tinamidae,Struthioniformes,516.83,59534.34,3.4,1
Crypturellus boucardi,Tinamidae,Struthioniformes,435.62,334426.96,15.51,1
Crypturellus brevirostris,Tinamidae,Struthioniformes,221,833118.74,-2.04,1
Crypturellus casiquiare,Tinamidae,Struthioniformes,250,86537.96,1.4,1
Crypturellus cinereus,Tinamidae,Struthioniformes,506.63,5924779.18,-3.75,1
Crypturellus cinnamomeus,Tinamidae,Struthioniformes,422,661411.76,18.39,1
Crypturellus duidae,Tinamidae,Struthioniformes,426,131826.56,1.17,1
Crypturellus erythropus,Tinamidae,Struthioniformes,485,1242529.51,5.09,1
Crypturellus kerriae,Tinamidae,Struthioniformes,443.4,6147.23,7.18,1
Crypturellus noctivagus,Tinamidae,Struthioniformes,561.99,1469564.58,-16.47,1
Crypturellus obsoletus,Tinamidae,Struthioniformes,443.4,1841826.27,-18.17,1
Crypturellus occidentalis,Tinamidae,Struthioniformes,422,49818.85,20.85,1
Crypturellus parvirostris,Tinamidae,Struthioniformes,198.99,6659535.62,-13.2,1
Crypturellus ptaritepui,Tinamidae,Struthioniformes,443.4,403.76,5.84,1
Crypturellus soui,Tinamidae,Struthioniformes,216.16,11151222.76,-4.47,1
Crypturellus strigulosus,Tinamidae,Struthioniformes,430.58,2589981.45,-8.79,1
Crypturellus tataupa,Tinamidae,Struthioniformes,218.8,4855861.2,-18.31,1
Crypturellus transfasciatus,Tinamidae,Struthioniformes,283,41881.22,-3,1
Crypturellus undulatus,Tinamidae,Struthioniformes,564.42,8533511.59,-8.43,1
Crypturellus variegatus,Tinamidae,Struthioniformes,378,5436849.92,-3.02,1
Eudromia elegans,Tinamidae,Struthioniformes,702.9,1493624.4,-37.3,1
Eudromia formosa,Tinamidae,Struthioniformes,772.93,285672.47,-24.65,1
Nothocercus bonapartei,Tinamidae,Struthioniformes,763,137927.21,5.34,1
