species,attractiveness,n_sex_rows
Arremon schlegeli,5.8136,1
Arremon semitorquatus,5.5098,1
Arremon torquatus,5.1902,1
Arremon virenticeps,5.8873,1
Arremonops chloronotus,5.7335,1
Arremonops conirostris,5.6617,1
Arremonops rufivirgatus,5.4168,1
Arremonops tocuyensis,5.5325,1
Arses insularis,6.8360,1
Arses kaupi,6.3225,1
Arses lorealis,6.5606,1
Arses telescopthalmus,6.7770,1
Artamella viridis,6.4706,1
Artamus cinereus,6.1072,1
Artamus cyanopterus,6.7125,1
Artamus fuscus,5.6860,1
Artamus insignis,5.1793,1
Artamus leucoryn,5.8704,1
Artamus maximus,6.0894,1
Artamus mentalis,5.8135,1
Artamus minor,5.8399,1
Artamus monachus,5.5962,1
Artamus personatus,6.0488,2
Artamus superciliosus,5.9928,1
Artemisiospiza belli,6.2010,1
Artemisiospiza nevadensis,5.9595,1
Artisornis metopias,4.8526,1
Arundinax aedon,5.4021,1
Arundinicola leucocephala,6.4063,1
Asarcornis scutulata,4.5500,1
Asemospiza fuliginosa,5.2387,1
Asemospiza obscura,5.7210,1
Ashbyia lovensis,6.2148,1
Asio abyssinicus,7.0417,1
Asio capensis,6.9226,1
Asio clamator,7.0135,1
Asio flammeus,7.4766,1
Asio madagascariensis,7.2027,1
Asio otus,7.0391,1
Asio stygius,6.9980,1
Aspatha gularis,7.1945,1
Asthenes anthoides,5.5288,1
Asthenes baeri,5.8325,1
Asthenes berlepschi,5.5789,1
Asthenes coryi,5.3614,1
Asthenes flammulata,5.7290,1
Asthenes fuliginosa,5.8688,1
Asthenes griseomurina,5.2688,1
Asthenes harterti,5.7575,1
Asthenes helleri,4.9657,1
Asthenes heterura,5.1886,1
Asthenes hudsoni,4.9066,1
Asthenes humilis,5.0557,1
Asthenes luizae,5.2219,1
Asthenes maculicauda,5.1113,1
Asthenes modesta,4.8475,1
Asthenes moreirae,5.5261,1
Asthenes ottonis,5.6981,1
Asthenes palpebralis,5.3216,1
Asthenes perijana,5.0920,1
Asthenes pudibunda,5.0617,1
Asthenes pyrrholeuca,5.2994,1
Asthenes urubambensis,5.4861,1
Asthenes virgata,5.8096,1
Astrapia mayeri,5.7748,1
Astrapia nigra,5.9035,2
Astrapia rothschildi,6.4956,1
Astrapia splendidissima,6.4349,2
Astrapia stephaniae,7.5614,1
Atalotriccus pilaris,5.2726,1
Atelornis crossleyi,6.7812,1
Atelornis pittoides,7.0804,1
Athene blewitti,7.5517,1
Athene brama,7.1979,1
Athene cunicularia,7.0632,1
Athene noctua,7.3872,1
Athene superciliaris,7.3857,1
Atlapetes albiceps,5.3718,1
Atlapetes albinucha,5.9933,1
Atlapetes blancae,5.3172,1
Atlapetes canigenis,5.7753,1
Atlapetes citrinellus,5.4787,1
Atlapetes flaviceps,5.9038,1
Atlapetes forbesi,5.7834,1
Atlapetes fulviceps,6.6868,1
Atlapetes fuscoolivaceus,5.3112,1
Atlapetes leucopis,6.2713,1
Atlapetes melanocephalus,6.4075,1
Atlapetes melanolaemus,6.5811,1
Atlapetes melanopsis,6.1925,1
Atlapetes nationi,5.3069,1
Atlapetes pallidiceps,5.2334,1
Atlapetes pallidinucha,6.1741,1
Atlapetes personatus,6.1846,1
Atlapetes pileatus,6.0941,1
Atlapetes rufigenis,5.7430,1
Atlapetes rufinucha,6.7569,1
Atlapetes seebohmi,5.5913,1
Atlapetes semirufus,6.2500,1
Atrichornis clamosus,5.9636,1
Atrichornis rufescens,5.4082,1
Atronanus fuliginosus,5.5433,1
Attagis gayi,5.5646,1
Attagis malouinus,5.4274,1
Atthis ellioti,7.0229,1
Atthis heloisa,6.3982,1
Atticora fasciata,5.8000,1
Atticora pileata,5.8826,1
Atticora tibialis,5.0439,1
Attila bolivianus,5.1368,1
Attila cinnamomeus,6.6395,1
Attila citriniventris,5.7674,1
Attila phoenicurus,5.6909,1
Attila rufus,6.2253,1
Attila spadiceus,5.3530,1
Attila torridus,6.3464,1
Augastes lumachella,6.7113,1
Augastes scutatus,7.1795,1
Aulacorhynchus coeruleicinctis,6.5005,1
Aulacorhynchus derbianus,6.8119,1
Aulacorhynchus haematopygus,7.4742,1
Aulacorhynchus huallagae,5.5175,1
Aulacorhynchus whitelianus,6.6984,1
Auriparus flaviceps,6.0263,1
Automolus infuscatus,5.3992,1
Automolus lammi,4.6487,1
Automolus leucophthalmus,6.3526,1
Automolus melanopezus,4.9802,1
Automolus paraensis,5.0518,1
Automolus rufipileatus,5.0486,1
Aviceda cuculoides,6.1703,1
Aviceda jerdoni,6.2733,1
Aviceda leuphotes,6.5562,1
Aviceda madagascariensis,6.3134,1
Aviceda subcristata,6.6965,1
Avocettula recurvirostris,6.6508,1
Aythya affinis,5.7033,1
Aythya americana,5.7772,1
Aythya australis,5.2361,1
Aythya baeri,5.3225,1
Aythya collaris,5.8244,1
Aythya ferina,5.6437,2
Aythya fuligula,5.9962,1
Aythya innotata,5.5427,1
Aythya marila,5.1173,2
Aythya novaeseelandiae,5.6950,1
Aythya nyroca,5.6120,2
Aythya valisineria,5.1399,1
Baeolophus atricristatus,7.4236,1
Baeolophus bicolor,7.0781,1
Baeolophus inornatus,5.4322,1
Baeolophus ridgwayi,6.4814,1
Baeolophus wollweberi,7.5934,1
Baeopogon clamans,4.1754,1
Baeopogon indicator,4.9152,1
Balaeniceps rex,5.8188,1
Balearica pavonina,6.7564,1
Balearica regulorum,7.0339,1
Bambusicola fytchii,5.6264,2
Bambusicola sonorivox,5.8444,1
Bambusicola thoracicus,6.0410,1
Bangsia arcaei,6.8832,1
Bangsia aureocincta,6.6738,1
Bangsia edwardsi,6.3687,1
Bangsia flavovirens,5.2421,1
Bangsia melanochlamys,6.7294,1
Bangsia rothschildi,6.7150,1
Barnardius zonarius,7.2627,1
Bartramia longicauda,5.7511,1
Baryphthengus martii,7.6009,1
Baryphthengus ruficapillus,6.5743,1
Basileuterus belli,7.0459,1
Basileuterus griseiceps,5.9541,1
Basileuterus ignotus,5.3815,1
Basileuterus lachrymosus,6.3756,1
Basileuterus melanogenys,6.4729,1
Basileuterus trifasciatus,6.2248,1
Basilinna leucotis,6.7725,1
Basilinna xantusii,7.3109,1
Basilornis celebensis,5.5316,1
Basilornis corythaix,5.6617,1
Basilornis galeatus,5.2025,1
Batara cinerea,6.2558,1
Bathmocercus cerviniventris,5.0623,1
Bathmocercus rufus,6.2820,1
Batis crypta,7.1860,1
Batis diops,6.2592,1
Batis erlangeri,6.4203,2
Batis fratrum,6.3832,1
Batis ituriensis,5.8188,1
Batis margaritae,6.2089,1
Batis minima,5.5564,1
Batis minor,5.9056,1
Batis minulla,6.1230,1
Batis molitor,6.1564,1
Batis occulta,5.7941,2
Batis orientalis,6.1727,2
Batis perkeo,6.1415,1
Batis poensis,5.6576,2
Batis pririt,7.1044,2
Batis senegalensis,6.9485,2
Batis soror,5.7553,1
Batrachostomus auritus,6.2654,1
Batrachostomus cornutus,6.0766,2
Batrachostomus harterti,6.4999,1
Batrachostomus hodgsoni,6.2036,1
Batrachostomus mixtus,5.2442,2
Batrachostomus moniliger,5.9661,2
Batrachostomus poliolophus,6.6177,1
Batrachostomus septimus,5.6452,1
Batrachostomus stellatus,5.5861,1
Belocercus longicaudus,6.7572,1
Berenicornis comatus,5.6884,1
Berlepschia rikeri,5.8604,1
Bernieria madagascariensis,5.0273,1
Bias musicus,6.0984,1
Biatas nigropectus,5.7807,1
Biziura lobata,4.9636,2
Bleda canicapillus,5.3033,1
Bleda eximius,5.1645,1
Bleda syndactylus,5.4593,1
Blythipicus pyrrhotis,6.5057,2
Blythipicus rubiginosus,6.6837,1
Bocagia minuta,5.8983,1
Boissonneaua flavescens,7.1766,1
Boissonneaua jardini,7.7980,1
Boissonneaua matthewsii,7.7336,1
Bolbopsittacus lunulatus,6.9070,1
Bolborhynchus ferrugineifrons,6.8649,1
Bolborhynchus lineola,7.2619,1
Bolborhynchus orbygnesius,6.4666,1
Bolemoreus frenatus,5.2680,1
Bolemoreus hindwoodi,5.5513,1
Bombycilla cedrorum,7.2400,1
Bombycilla garrulus,7.3329,1
Bombycilla japonica,7.8339,1
Bonasa bonasia,5.8020,1
Bonasa sewerzowi,5.5866,1
Bonasa umbellus,6.0183,1
Bostrychia bocagei,5.4729,1
Bostrychia carunculata,4.8546,1
Bostrychia hagedash,5.0834,1
Bostrychia olivacea,4.6203,1
Bostrychia rara,5.1754,1
Botaurus lentiginosus,5.6641,1
Botaurus pinnatus,5.8632,1
Botaurus poiciloptilus,5.0028,1
Botaurus stellaris,5.3566,1
Brachycope anomala,5.4389,2
Brachygalba albogularis,6.5709,1
Brachygalba goeringi,6.6170,1
Brachygalba lugubris,6.3242,1
Brachygalba salmoni,6.2895,1
Brachypodius atriceps,5.8316,1
Brachypodius fuscoflavescens,5.8214,1
Brachypodius priocephalus,5.4208,1
Brachypteracias leptosomus,6.6339,1
Brachypteryx cruralis,7.2279,1
Brachypteryx goodfellowi,5.7329,1
Brachypteryx hyperythra,5.9652,1
Brachypteryx leucophris,5.0242,1
Brachyramphus brevirostris,5.5562,1
Brachyramphus marmoratus,5.6991,1
Brachyramphus perdix,4.8678,1
Bradornis boehmi,4.8045,1
Bradornis comitatus,5.6411,1
Bradornis fuliginosus,5.0567,1
Bradornis mariquensis,5.0917,1
Bradornis microrhynchus,5.3432,1
Bradornis ussheri,4.6533,1
Bradypterus bangwaensis,5.5815,1
Bradypterus barratti,4.6931,1
Bradypterus brunneus,4.9778,1
Bradypterus carpalis,4.9593,1
Bradypterus cinnamomeus,5.6409,1
Bradypterus grandis,4.7701,1
Bradypterus graueri,4.4566,1
Bradypterus lopezi,5.1338,1
Bradypterus sylvaticus,4.4902,2
Branta bernicla,5.8990,1
Branta canadensis,6.1209,1
Branta hutchinsii,5.4580,1
Branta leucopsis,5.5723,1
Branta ruficollis,6.1960,1
Branta sandvicensis,6.1106,1
Brotogeris chiriri,6.6565,1
Brotogeris chrysoptera,6.5839,1
Brotogeris cyanoptera,6.4364,1
Brotogeris jugularis,6.6122,1
Brotogeris pyrrhoptera,6.4437,1
Brotogeris sanctithomae,6.6757,1
Brotogeris tirica,6.8250,1
Brotogeris versicolurus,6.0775,1
Bubalornis albirostris,5.9000,1
Bubalornis niger,5.4746,1
Bubo ascalaphus,6.9027,1
Bubo bengalensis,7.2484,1
Bubo blakistoni,6.8176,1
Bubo bubo,7.2021,1
Bubo capensis,7.0198,1
Bubo cinerascens,7.2997,1
Bubo coromandus,6.6848,1
Bubo lacteus,6.4839,1
Bubo leucostictus,6.4226,1
Bubo nipalensis,7.4259,1
Bubo philippensis,6.6214,1
Bubo scandiacus,7.4544,2
Bubo sumatranus,7.0247,1
Bubulcus ibis,6.4047,1
Bucanetes githagineus,5.9653,1
Bucanetes mongolicus,5.0813,1
Bucco capensis,6.9049,1
Bucephala albeola,5.7579,2
Bucephala clangula,5.8798,2
Bucephala islandica,6.2109,2
Buceros bicornis,6.4430,1
Buceros rhinoceros,6.5159,2
Bucorvus abyssinicus,5.4629,1
Bucorvus leadbeateri,5.1478,1
Buettikoferella bivittata,5.1037,1
Bugeranus carunculatus,6.2008,1
Bulweria bulwerii,5.3906,1
Bulweria fallax,4.7779,1
Buphagus africanus,6.0885,1
Buphagus erythrorynchus,5.8460,1
Burhinus bistriatus,5.2884,1
Burhinus capensis,5.1794,1
Burhinus grallarius,4.9578,1
Burhinus indicus,5.1570,1
Burhinus oedicnemus,4.8761,1
Burhinus senegalensis,5.2404,1
Burhinus superciliaris,5.4267,1
Burhinus vermiculatus,4.6641,1
Busarellus nigricollis,6.7299,1
Butastur indicus,6.1963,1
Butastur liventer,5.7613,1
Butastur rufipennis,6.3635,1
Butastur teesa,5.8494,1
Buteo albigula,6.2410,1
Buteo albonotatus,6.6577,1
Buteo auguralis,6.3242,1
Buteo brachypterus,5.6142,1
Buteo brachyurus,6.3965,1
Buteo galapagoensis,6.7218,1
Buteo hemilasius,6.4296,1
Buteo jamaicensis,6.9102,1
Buteo japonicus,6.6929,1
Buteo lagopus,6.1380,1
Buteo lineatus,6.5245,1
Buteo nitidus,6.8018,1
Buteo oreophilus,5.4161,1
Buteo plagiatus,6.8727,1
Buteo platypterus,6.7400,1
Buteo refectus,6.3965,1
Buteo regalis,6.3558,1
Buteo ridgwayi,6.0660,1
Buteo rufinus,6.4284,1
Buteo rufofuscus,6.2854,1
Buteo socotraensis,4.9521,1
Buteo solitarius,5.8075,1
Buteo swainsoni,6.2563,1
Buteo trizonatus,5.9551,1
Buteo ventralis,6.9988,1
Buteogallus aequinoctialis,6.0826,1
Buteogallus anthracinus,6.2778,1
Buteogallus coronatus,6.1785,1
Buteogallus gundlachii,5.5806,1
Buteogallus lacernulatus,7.0767,1
Buteogallus meridionalis,6.5791,1
Buteogallus schistaceus,5.8508,1
Buteogallus solitarius,6.2361,1
Buteogallus urubitinga,5.9193,1
Buthraupis montana,6.6715,1
Bycanistes albotibialis,6.4378,1
Bycanistes brevis,6.0018,1
Bycanistes bucinator,6.3498,2
Bycanistes cylindricus,6.6224,1
Bycanistes subcylindricus,6.3065,1
Cacatua alba,6.8142,1
Cacatua ducorpsii,6.3364,1
Cacatua galerita,6.5214,1
Cacatua goffiniana,6.4128,1
Cacatua haematuropygia,6.4152,1
Cacatua leadbeateri,7.1285,1
Cacatua moluccensis,6.2213,1
Cacatua ophthalmica,6.6445,1
Cacatua pastinator,6.2692,1
Cacatua sanguinea,6.7514,1
Cacatua sulphurea,6.9738,1
Cacatua tenuirostris,6.1447,1
Cacicus chrysopterus,6.4527,1
Cacicus haemorrhous,5.4453,1
Cacicus koepckeae,5.1837,1
Cacicus latirostris,5.0299,1
Cacicus oseryi,5.8589,1
Cacicus sclateri,5.2097,1
Cacicus solitarius,5.6173,1
Cacomantis aeruginosus,5.5853,1
Cacomantis castaneiventris,6.4730,1
Cacomantis flabelliformis,6.0220,1
Cacomantis merulinus,5.6673,1
Cacomantis passerinus,4.7868,1
Cacomantis sonneratii,5.1767,1
Cacomantis variolosus,5.5094,1
Cairina moschata,4.6970,1
Calamanthus campestris,5.4899,1
Calamanthus cautus,5.3376,1
Calamanthus fuliginosus,5.3744,1
Calamanthus montanellus,5.1259,1
Calamanthus pyrrhopygius,5.7230,1
Calamonastes fasciolatus,4.7659,1
Calamonastes simplex,5.4676,1
Calamonastes stierlingi,5.2091,1
Calamonastes undosus,5.0144,1
Calamospiza melanocorys,4.9693,1
Calandrella acutirostris,4.4870,1
Calandrella blanfordi,5.2016,1
Calandrella brachydactyla,5.1846,1
Calandrella cinerea,4.8900,1
Calandrella dukhunensis,4.8538,1
Calandrella eremica,4.4884,1
Calcarius lapponicus,5.9169,1
Calcarius ornatus,6.7120,1
Calcarius pictus,6.0784,1
Calendulauda africanoides,5.0796,1
Calendulauda albescens,5.2937,1
Calendulauda alopex,4.9314,1
Calendulauda burra,5.0957,1
Calendulauda poecilosterna,4.9745,1
Calendulauda sabota,4.7497,1
Calherodius leuconotus,5.2829,1
Calicalicus madagascariensis,5.8998,1
Calicalicus rufocarpalis,5.4322,2
Calidris acuminata,5.8768,1
Calidris alba,6.1489,1
Calidris alpina,5.6997,1
Calidris bairdii,5.9078,1
Calidris canutus,5.0737,1
Calidris falcinellus,5.5879,1
Calidris ferruginea,6.0942,1
Calidris fuscicollis,5.5000,1
Calidris himantopus,5.5326,1
Calidris maritima,5.8630,1
Calidris mauri,6.0727,1
Calidris melanotos,5.3954,1
Calidris minuta,5.5104,1
Calidris minutilla,5.3712,1
Calidris ptilocnemis,5.5596,1
Calidris pugnax,6.2218,1
Calidris pusilla,5.8290,1
Calidris pygmaea,6.0942,1
Calidris ruficollis,5.4845,1
Calidris subminuta,4.9001,1
Calidris subruficollis,6.4024,2
Calidris temminckii,5.7012,1
Calidris tenuirostris,5.7540,1
Calidris virgata,5.1760,1
Caliechthrus leucolophus,4.3649,1
Caligavis chrysops,5.6326,1
Caligavis obscura,5.2453,1
Caligavis subfrenata,5.6216,1
Callacanthis burtoni,5.9906,2
Callaeas wilsoni,5.8241,1
Calliope calliope,6.5129,1
Calliope obscura,6.1219,1
Calliope pectardens,6.6580,2
Calliope pectoralis,5.7731,1
Calliope tschebaiewi,6.4458,1
Callipepla californica,6.4331,2
Callipepla douglasii,6.2886,1
Callipepla gambelii,6.0997,1
Callipepla squamata,6.0750,1
Calliphlox amethystina,7.3278,1
Calliphlox bryantae,6.7228,2
Calliphlox mitchellii,7.1245,2
Callocephalon fimbriatum,6.2443,1
Callonetta leucophrys,6.5875,1
Calochaetes coccineus,6.4286,1
Caloenas nicobarica,6.7522,1
Calonectris edwardsii,4.7200,1
Calonectris leucomelas,5.2636,1
Caloperdix oculeus,6.4724,2
Caloramphus fuliginosus,5.2764,1
Caloramphus hayii,5.8198,1
Calothorax lucifer,7.0785,1
Calothorax pulcher,6.7480,1
Calypte anna,7.0883,1
Calypte costae,8.0887,1
Calyptocichla serinus,5.4411,1
Calyptomena hosii,6.9564,1
Calyptomena viridis,7.1760,1
Calyptomena whiteheadi,7.3873,1
Calyptophilus frugivorus,5.3271,1
Calyptophilus tertius,5.5068,1
Calyptorhynchus banksii,6.2750,2
Calyptorhynchus lathami,5.9600,2
Camaroptera brachyura,5.3844,1
Camaroptera harterti,5.5329,1
Camaroptera superciliaris,6.1006,1
Campephaga flava,5.5582,2
Campephaga petiti,5.6275,1
Campephaga phoenicea,5.7726,1
Campephaga quiscalina,5.5262,1
Campephilus gayaquilensis,6.5553,1
Campephilus guatemalensis,6.6606,1
Campephilus leucopogon,6.9806,1
Campephilus magellanicus,6.2460,2
Campephilus melanoleucos,6.2138,2
Campephilus pollens,6.5592,1
Campephilus principalis,6.4024,2
Campephilus robustus,6.1589,2
Campephilus rubricollis,6.7557,2
Campethera abingoni,6.0120,1
Campethera bennettii,6.0413,1
Campethera caroli,5.8464,1
Campethera mombassica,5.6303,1
Campethera nivosa,6.3103,2
Campethera notata,6.1415,2
Campethera nubica,6.1965,1
Campethera punctuligera,6.4253,1
Campethera scriptoricauda,7.6784,2
Campicoloides bifasciatus,5.9501,2
Campochaera sloetii,6.7146,2
Camptostoma imberbe,5.1649,1
Camptostoma obsoletum,5.2657,1
Campylopterus cuvierii,6.2378,1
Campylopterus duidae,7.0483,1
Campylopterus ensipennis,7.6901,1
Campylopterus falcatus,6.9601,2
Campylopterus hemileucurus,7.9988,1
Campylopterus hyperythrus,6.9375,1
Campylopterus phainopeplus,6.6714,1
Campylopterus rufus,7.3087,1
Campylopterus villaviscensio,7.6144,1
Campylorhamphus falcularius,5.5470,1
Campylorhamphus pusillus,5.4836,1
Campylorhamphus trochilirostris,5.7823,1
Campylorhynchus albobrunneus,5.7676,1
Campylorhynchus brunneicapillus,5.4353,1
Campylorhynchus chiapensis,6.2901,1
Campylorhynchus fasciatus,5.1866,1
Campylorhynchus griseus,5.4516,1
Campylorhynchus gularis,5.3141,1
Campylorhynchus jocosus,5.5844,1
Campylorhynchus megalopterus,5.7698,1
Campylorhynchus nuchalis,5.4542,1
Campylorhynchus turdinus,5.4781,1
Campylorhynchus yucatanicus,5.4137,1
Campylorhynchus zonatus,5.5518,1
Canirallus oculeus,4.2970,1
Cantorchilus griseus,5.2350,1
Cantorchilus guarayanus,5.4418,1
Cantorchilus leucopogon,5.5303,1
Cantorchilus leucotis,5.4417,1
Cantorchilus longirostris,5.3079,1
Cantorchilus nigricapillus,6.0726,1
Cantorchilus semibadius,5.7696,1
Cantorchilus superciliaris,5.2548,1
Cantorchilus thoracicus,5.3960,1
Cantorchilus zeledoni,5.6606,2
Capito auratus,6.5983,1
Capito aurovirens,6.5606,2
Capito brunneipectus,6.4631,1
Capito dayi,6.3773,1
Capito hypoleucus,6.8513,1
Capito maculicoronatus,6.7572,1
Capito niger,6.6820,1
Capito quinticolor,5.8728,1
Capito squamatus,6.4560,1
Caprimulgus aegyptius,5.9499,1
Caprimulgus affinis,5.7160,1
Caprimulgus andamanicus,5.8434,1
Caprimulgus asiaticus,5.5598,1
Caprimulgus atripennis,5.8667,1
Caprimulgus celebensis,5.6320,1
Caprimulgus clarus,5.9115,1
Caprimulgus climacurus,5.6627,1
Caprimulgus concretus,4.4415,1
Caprimulgus donaldsoni,5.7380,1
Caprimulgus eximius,5.4614,1
Caprimulgus fossii,5.4177,1
Caprimulgus fraenatus,5.5321,1
Caprimulgus indicus,5.7918,1
Caprimulgus inornatus,5.8344,1
Caprimulgus jotaka,5.9363,1
Caprimulgus longipennis,5.7478,1
Caprimulgus macrurus,5.7716,1
Caprimulgus madagascariensis,5.9748,1
Caprimulgus mahrattensis,5.4417,1
Caprimulgus manillensis,5.7618,1
Caprimulgus meesi,5.0103,1
Caprimulgus natalensis,6.1858,1
Caprimulgus nubicus,5.7223,1
Caprimulgus phalaena,5.1207,1
Caprimulgus pulchellus,5.2226,1
Caprimulgus ruficollis,6.1449,1
Caprimulgus rufigena,5.1253,1
Caprimulgus stellatus,5.7694,1
Caprimulgus tristigma,5.5143,1
Caprimulgus vexillarius,5.8572,1
Capsiempis flaveola,5.7468,1
Cardellina canadensis,7.1661,1
Cardellina pusilla,7.2249,1
Cardellina rubra,7.3718,1
Cardellina rubrifrons,6.7735,1
Cardellina versicolor,7.0317,1
Cardinalis cardinalis,7.0457,1
Cardinalis phoeniceus,7.0251,1
Cardinalis sinuatus,6.9138,1
Carduelis citrinella,5.7529,1
Carduelis corsicana,5.2877,1
Cariama cristata,5.1508,1
Caridonax fulgidus,6.8011,1
Carpococcyx radiceus,5.5793,1
Carpococcyx renauldi,5.8918,1
Carpococcyx viridis,4.9600,1
Carpodacus dubius,6.2734,2
Carpodacus edwardsii,5.7199,2
Carpodacus erythrinus,6.3243,1
Carpodacus formosanus,5.8859,2
Carpodacus puniceus,5.6859,2
Carpodacus roborowskii,6.3850,1
Carpodacus rodochroa,6.2758,1
Carpodacus rodopeplus,5.8661,2
Carpodacus roseus,6.8803,1
Carpodacus rubicilla,6.0489,2
Carpodacus rubicilloides,6.0572,1
Carpodacus sibiricus,6.3336,1
Carpodacus sillemi,4.9384,1
Carpodacus sipahi,6.3950,2
Carpodacus stoliczkae,5.7740,1
Carpodacus subhimachalus,6.4023,1
Carpodacus synoicus,6.4484,1
Carpodacus thura,6.3549,2
Carpodacus trifasciatus,5.7297,2
Carpodacus verreauxii,5.1054,2
Carpodacus vinaceus,5.9579,2
Carpodacus waltoni,6.6391,1
Carpodectes antoniae,6.4409,1
Carpodectes hopkei,6.2468,1
Carpodectes nitidus,6.4205,2
Carpornis cucullata,6.4125,1
Carpornis melanocephala,5.6171,1
Carpospiza brachydactyla,4.9875,1
Carterornis castus,5.6427,1
Carterornis chrysomela,6.6579,1
Carterornis leucotis,6.3023,1
Carterornis pileatus,6.1605,1
Caryothraustes canadensis,6.3958,1
Caryothraustes celaeno,6.2752,1
Caryothraustes erythromelas,6.3024,2
Caryothraustes poliogaster,6.2606,1
Casiornis fuscus,5.6201,1
Casiornis rufus,6.3947,1
Cassiculus melanicterus,6.9943,1
Castanozoster thoracicus,6.3699,1
Casuarius bennetti,5.2618,1
Casuarius casuarius,5.5740,1
Casuarius unappendiculatus,5.6034,1
Catamblyrhynchus diadema,6.2472,1
Catamenia analis,5.8615,1
Catamenia homochroa,5.7918,1
Catamenia inornata,5.7149,2
Cataponera turdoides,5.2869,1
Catharacta antarctica,5.4116,1
Catharacta chilensis,4.8571,1
Catharacta maccormicki,4.9706,1
Catharacta skua,5.2335,1
Catharopeza bishopi,5.4328,1
Cathartes aura,4.9140,1
Cathartes burrovianus,5.4766,1
Cathartes melambrotus,5.5553,1
Catharus aurantiirostris,5.8637,1
Catharus bicknelli,4.9690,1
Catharus frantzii,5.7318,1
Catharus fuscater,5.5285,1
Catharus fuscescens,5.3266,1
Catharus gracilirostris,6.0137,1
Catharus guttatus,5.2423,1
Catharus mexicanus,6.0728,1
Catharus minimus,5.0383,1
Catharus occidentalis,4.9237,1
Catherpes mexicanus,6.2000,1
Catreus wallichii,5.8371,1
Ceblepyris caesius,5.9725,1
Ceblepyris cinereus,5.6371,1
Ceblepyris cucullatus,5.3488,1
Ceblepyris pectoralis,5.3776,1
Cecropis abyssinica,5.6615,1
Cecropis cucullata,6.3013,1
Cecropis hyperythra,6.1528,1
Cecropis semirufa,6.1274,1
Cecropis senegalensis,6.5719,1
Celebesica abbotti,5.9210,1
Celeus castaneus,6.1033,1
Celeus elegans,6.5333,1
Celeus flavescens,6.8837,2
Celeus flavus,6.9508,1
Celeus galeatus,6.7130,2
Celeus loricatus,6.0283,1
Celeus lugubris,6.3135,1
Celeus obrieni,7.0394,1
Celeus ochraceus,6.5899,2
Celeus spectabilis,6.5476,2
Centrocercus minimus,4.6542,1
Centrocercus urophasianus,5.7697,1
Centropus andamanensis,5.2307,1
Centropus anselli,5.8931,1
Centropus ateralbus,5.4048,1
Centropus bengalensis,6.0246,1
Centropus bernsteini,5.4080,1
Centropus celebensis,4.9555,1
Centropus chalybeus,5.3676,1
Centropus chlororhynchos,5.2609,1
Centropus cupreicaudus,5.8809,1
Centropus goliath,5.4266,1
Centropus grillii,5.6696,1
Centropus leucogaster,5.3332,1
Centropus melanops,5.8433,1
Centropus menbeki,5.0766,1
Centropus milo,5.6666,1
Centropus monachus,6.1285,1
Centropus nigrorufus,5.2012,1
Centropus rectunguis,5.7511,1
Centropus senegalensis,5.9194,1
Centropus sinensis,5.8578,1
Centropus steerii,4.8957,1
Centropus superciliosus,6.3511,1
Centropus toulou,5.4574,1
Centropus unirufus,5.2403,1
Centropus violaceus,5.3575,1
Centropus viridis,5.4822,1
Cephalopterus glabricollis,6.7046,1
Cephalopterus ornatus,5.9597,1
Cephalopterus penduliger,6.2483,2
Cephalopyrus flammiceps,6.2540,1
Cepphus carbo,6.7075,1
Cepphus columba,5.9852,1
Cepphus grylle,5.9893,1
Ceratogymna atrata,5.9684,1
Ceratogymna elata,5.8521,1
Ceratopipra chloromeros,6.6724,1
Ceratopipra cornuta,6.7083,1
Ceratopipra erythrocephala,7.2003,1
Ceratopipra mentalis,6.7435,1
Ceratopipra rubrocapilla,6.5407,1
Cercibis oxycerca,5.0957,1
Cercococcyx montanus,5.2078,1
Cercococcyx olivinus,5.4888,1
Cercomacra brasiliana,5.9303,1
Cercomacra carbonaria,5.7678,1
Cercomacra cinerascens,5.2092,1
Cercomacra ferdinandi,5.6669,1
Cercomacra manu,5.1070,2
Cercomacra melanaria,5.7956,2
Cercomacra nigricans,5.5171,2
Cercomacroides fuscicauda,5.3920,1
Cercomacroides laeta,5.8029,1
