species,matched_name,authorship,year,source,fetched
Anser fabalis,Anser fabalis,"(Latham, 1787)",1787,gbif,2026-09-05
Anser indicus,Anser indicus,"(Latham, 1790)",1790,gbif,2026-09-05
Anser rossii,Anser rossii,"Cassin, 1861",1861,gbif,2026-09-05
Asarcornis scutulata,Asarcornis scutulata,"(S.Müller, 1842)",1842,gbif,2026-09-05
Aythya affinis,Aythya affinis,"(Eyton, 1838)",1838,gbif,2026-09-05
Aythya americana,Aythya americana,"(Eyton, 1838)",1838,gbif,2026-09-05
Aythya australis,Aythya australis,"(Eyton, 1838)",1838,gbif,2026-09-05
Aythya baeri,Aythya baeri,"(Radde, 1863)",1863,gbif,2026-09-05
Aythya collaris,Aythya collaris,"(Donovan, 1809)",1809,gbif,2026-09-05
Aythya ferina,Aythya ferina,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Aythya fuligula,Aythya fuligula,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Aythya innotata,Aythya innotata,"(Salvadori, 1894)",1894,gbif,2026-09-05
Aythya marila,Aythya marila,"(Linnaeus, 1761)",1761,gbif,2026-09-05
Aythya novaeseelandiae,Aythya novaeseelandiae,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Aythya nyroca,Aythya nyroca,"(Güldenstädt, 1770)",1770,gbif,2026-09-05
Aythya valisineria,Aythya valisineria,"(A.Wilson, 1814)",1814,gbif,2026-09-05
Biziura lobata,Biziura lobata,"(Shaw, 1796)",1796,gbif,2026-09-05
Branta bernicla,Branta bernicla,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Branta canadensis,Branta canadensis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Branta hutchinsii,Branta hutchinsii,"(Richardson, 1832)",1832,gbif,2026-09-05
Branta leucopsis,Branta leucopsis,"(Bechstein, 1803)",1803,gbif,2026-09-05
Branta ruficollis,Branta ruficollis,"(Pallas, 1769)",1769,gbif,2026-09-05
Branta sandvicensis,Branta sandvicensis,"(Vigors, 1834)",1834,gbif,2026-09-05
Bucephala albeola,Bucephala albeola,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Bucephala clangula,Bucephala clangula,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Bucephala islandica,Bucephala islandica,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Cairina moschata,Cairina moschata,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Callonetta leucophrys,Callonetta leucophrys,"(Vieillot, 1816)",1816,gbif,2026-09-05
Cereopsis novaehollandiae,Cereopsis novaehollandiae,"Latham, 1801",1801,gbif,2026-09-05
Chenonetta jubata,Chenonetta jubata,"(Latham, 1801)",1801,gbif,2026-09-05
Chloephaga hybrida,Chloephaga hybrida,"(Molina, 1782)",1782,gbif,2026-09-05
Chloephaga melanoptera,Chloephaga melanoptera,"(Eyton, 1838)",1838,gbif,2026-09-05
Chloephaga picta,Chloephaga picta,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Chloephaga poliocephala,Chloephaga poliocephala,"P.L.Sclater, 1857",1857,gbif,2026-09-05
Chloephaga rubidiceps,Chloephaga rubidiceps,"P.L.Sclater, 1861",1861,gbif,2026-09-05
Clangula hyemalis,Clangula hyemalis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Coscoroba coscoroba,Coscoroba coscoroba,"(Molina, 1782)",1782,gbif,2026-09-05
Cyanochen cyanoptera,Cyanochen cyanoptera,"(Rüppell, 1845)",1845,gbif,2026-09-05
Cygnus atratus,Cygnus atratus,"(Latham, 1790)",1790,gbif,2026-09-05
Cygnus buccinator,Cygnus buccinator,"Richardson, 1831",1831,gbif,2026-09-05
Cygnus columbianus,Cygnus columbianus,"(Ord, 1815)",1815,gbif,2026-09-05
Cygnus cygnus,Cygnus cygnus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Cygnus melancoryphus,Cygnus melancoryphus,"(Molina, 1782)",1782,gbif,2026-09-05
Cygnus olor,Cygnus olor,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Dendrocygna arborea,Dendrocygna arborea,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Dendrocygna arcuata,Dendrocygna arcuata,"(Horsfield, 1824)",1824,gbif,2026-09-05
Dendrocygna autumnalis,Dendrocygna autumnalis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Dendrocygna bicolor,Dendrocygna bicolor,"(Vieillot, 1816)",1816,gbif,2026-09-05
Dendrocygna eytoni,Dendrocygna eytoni,"(Eyton, 1838)",1838,gbif,2026-09-05
Dendrocygna guttata,Dendrocygna guttata,"Schlegel, 1866",1866,gbif,2026-09-05
Dendrocygna javanica,Dendrocygna javanica,"(Horsfield, 1821)",1821,gbif,2026-09-05
Dendrocygna viduata,Dendrocygna viduata,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Heteronetta atricapilla,Heteronetta atricapilla,"(Merrem, 1841)",1841,gbif,2026-09-05
Histrionicus histrionicus,Histrionicus histrionicus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Lophodytes cucullatus,Lophodytes cucullatus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Lophonetta specularioides,Lophonetta specularioides,"(P.P.King, 1828)",1828,gbif,2026-09-05
Malacorhynchus membranaceus,Malacorhynchus membranaceus,"(Latham, 1801)",1801,gbif,2026-09-05
Mareca americana,Mareca americana,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Mareca falcata,Mareca falcata,"(Georgi, 1775)",1775,gbif,2026-09-05
Mareca penelope,Mareca penelope,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Mareca sibilatrix,Mareca sibilatrix,"(Poeppig, 1829)",1829,gbif,2026-09-05
Mareca strepera,Mareca strepera,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Marmaronetta angustirostris,Marmaronetta angustirostris,"(Ménétries, 1832)",1832,gbif,2026-09-05
Melanitta americana,Melanitta americana,"(Swainson, 1832)",1832,gbif,2026-09-05
Melanitta deglandi,Melanitta deglandi,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Melanitta fusca,Melanitta fusca,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Melanitta nigra,Melanitta nigra,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Melanitta perspicillata,Melanitta perspicillata,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Melanitta stejnegeri,Melanitta stejnegeri,"(Ridgway, 1887)",1887,gbif,2026-09-05
Merganetta armata,Merganetta armata,"Gould, 1842",1842,gbif,2026-09-05
Mergellus albellus,Mergellus albellus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Mergus merganser,Mergus merganser,"Linnaeus, 1758",1758,gbif,2026-09-05
Mergus octosetaceus,Mergus octosetaceus,"Vieillot, 1817",1817,gbif,2026-09-05
Mergus serrator,Mergus serrator,"Linnaeus, 1758",1758,gbif,2026-09-05
Mergus squamatus,Mergus squamatus,"Gould, 1864",1864,gbif,2026-09-05
Neochen jubata,Neochen jubata,"(Spix, 1825)",1825,gbif,2026-09-05
Netta erythrophthalma,Netta erythrophthalma,"(Wied-Neuwied, 1833)",1833,gbif,2026-09-05
Netta peposaca,Netta peposaca,"(Vieillot, 1816)",1816,gbif,2026-09-05
Netta rufina,Netta rufina,"(Pallas, 1773)",1773,gbif,2026-09-05
Nettapus auritus,Nettapus auritus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Nettapus coromandelianus,Nettapus coromandelianus,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Nettapus pulchellus,Nettapus pulchellus,"Gould, 1842",1842,gbif,2026-09-05
Nomonyx dominicus,Nomonyx dominicus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Oxyura australis,Oxyura australis,"Gould, 1837",1837,gbif,2026-09-05
Oxyura ferruginea,Oxyura ferruginea,"(Eyton, 1838)",1838,gbif,2026-09-05
Oxyura jamaicensis,Oxyura jamaicensis,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Oxyura leucocephala,Oxyura leucocephala,"(Scopoli, 1769)",1769,gbif,2026-09-05
Oxyura maccoa,Oxyura maccoa,"(Eyton, 1838)",1838,gbif,2026-09-05
Oxyura vittata,Oxyura vittata,"(Philippi, 1860)",1860,gbif,2026-09-05
Plectropterus gambensis,Plectropterus gambensis,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Polysticta stelleri,Polysticta stelleri,"(Pallas, 1769)",1769,gbif,2026-09-05
Pteronetta hartlaubii,Pteronetta hartlaubii,"(Cassin, 1860)",1860,gbif,2026-09-05
Radjah radjah,Radjah radjah,"(Garnot & R.Lesson, 1828)",1828,gbif,2026-09-05
Rhodonessa caryophyllacea,Rhodonessa caryophyllacea,"(Latham, 1790)",1790,gbif,2026-09-05
Salvadorina waigiuensis,Salvadorina waigiuensis,"Rothschild & E.Hartert, 1894",1894,gbif,2026-09-05
Sarkidiornis melanotos,Sarkidiornis melanotos,"(Pennant, 1769)",1769,gbif,2026-09-05
Sarkidiornis sylvicola,Sarkidiornis sylvicola,"H.Ihering & R.Ihering, 1907",1907,gbif,2026-09-05
Sibirionetta formosa,Sibirionetta formosa,"(Georgi, 1775)",1775,gbif,2026-09-05
Somateria fischeri,Somateria fischeri,"(J.F.Brandt, 1847)",1847,gbif,2026-09-05
Somateria mollissima,Somateria mollissima,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Somateria spectabilis,Somateria spectabilis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Spatula clypeata,Spatula clypeata,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Spatula cyanoptera,Spatula cyanoptera,"(Vieillot, 1816)",1816,gbif,2026-09-05
Spatula discors,Spatula discors,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Spatula hottentota,Spatula hottentota,"(Eyton, 1838)",1838,gbif,2026-09-05
Spatula platalea,Spatula platalea,"(Vieillot, 1816)",1816,gbif,2026-09-05
Spatula puna,Spatula puna,"(Tschudi, 1844)",1844,gbif,2026-09-05
Spatula querquedula,Spatula querquedula,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Spatula rhynchotis,Spatula rhynchotis,"(Latham, 1801)",1801,gbif,2026-09-05
Spatula smithii,Spatula smithii,"E.Hartert, 1891",1891,gbif,2026-09-05
Spatula versicolor,Spatula versicolor,"(Vieillot, 1816)",1816,gbif,2026-09-05
Speculanas specularis,Speculanas specularis,"(P.P.King, 1828)",1828,gbif,2026-09-05
Stictonetta naevosa,Stictonetta naevosa,"(Gould, 1841)",1841,gbif,2026-09-05
Tachyeres brachypterus,Tachyeres brachypterus,"(Latham, 1790)",1790,gbif,2026-09-05
Tachyeres leucocephalus,Tachyeres leucocephalus,"Humphrey & Thompson, 1981",1981,gbif,2026-09-05
Tachyeres patachonicus,Tachyeres patachonicus,"(P.P.King, 1831)",1831,gbif,2026-09-05
Tachyeres pteneres,Tachyeres pteneres,"(J.R.Forster, 1844)",1844,gbif,2026-09-05
Tadorna cana,Tadorna cana,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Tadorna cristata,Tadorna cristata,"(Kuroda, 1917)",1917,gbif,2026-09-05
Tadorna ferruginea,Tadorna ferruginea,"(Pallas, 1764)",1764,gbif,2026-09-05
Tadorna tadorna,Tadorna tadorna,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Tadorna tadornoides,Tadorna tadornoides,"(Jardine & Selby, 1828)",1828,gbif,2026-09-05
Tadorna variegata,Tadorna variegata,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Thalassornis leuconotus,Thalassornis leuconotus,"Eyton, 1838",1838,gbif,2026-09-05
Anhima cornuta,Anhima cornuta,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Chauna chavaria,Chauna chavaria,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Chauna torquata,Chauna torquata,"(Oken, 1816)",1816,gbif,2026-09-05
Anseranas semipalmata,Anseranas semipalmata,"(Latham, 1798)",1798,gbif,2026-09-05
Aceros nipalensis,Aceros nipalensis,"(Hodgson, 1829)",1829,gbif,2026-09-05
Anorrhinus austeni,Anorrhinus austeni,"Jerdon, 1872",1872,gbif,2026-09-05
Anorrhinus galeritus,Anorrhinus galeritus,"(Temminck, 1831)",1831,gbif,2026-09-05
Anorrhinus tickelli,Anorrhinus tickelli,"(Blyth, 1855)",1855,gbif,2026-09-05
Anthracoceros albirostris,Anthracoceros albirostris,"(Shaw, 1808)",1808,gbif,2026-09-05
Anthracoceros coronatus,Anthracoceros coronatus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Anthracoceros malayanus,Anthracoceros malayanus,"(Raffles, 1822)",1822,gbif,2026-09-05
Anthracoceros marchei,Anthracoceros marchei,"Oustalet, 1885",1885,gbif,2026-09-05
Anthracoceros montani,Anthracoceros montani,"(Oustalet, 1880)",1880,gbif,2026-09-05
Berenicornis comatus,Berenicornis comatus,"(Raffles, 1822)",1822,gbif,2026-09-05
Buceros bicornis,Buceros bicornis,"Linnaeus, 1758",1758,gbif,2026-09-05
Buceros hydrocorax,Buceros hydrocorax,"Linnaeus, 1766",1766,gbif,2026-09-05
Buceros mindanensis,Buceros mindanensis,"Hay, 1877",1877,gbif,2026-09-05
Buceros rhinoceros,Buceros rhinoceros,"Linnaeus, 1758",1758,gbif,2026-09-05
Bucorvus abyssinicus,Bucorvus abyssinicus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Bucorvus leadbeateri,Bucorvus leadbeateri,"(Vigors, 1825)",1825,gbif,2026-09-05
Bycanistes albotibialis,Bycanistes albotibialis,"(Cabanis & Reichenow, 1877)",1877,gbif,2026-09-05
Bycanistes brevis,Bycanistes brevis,"Friedmann, 1929",1929,gbif,2026-09-05
Bycanistes bucinator,Bycanistes bucinator,"(Temminck, 1824)",1824,gbif,2026-09-05
Bycanistes cylindricus,Bycanistes cylindricus,"(Temminck, 1831)",1831,gbif,2026-09-05
Bycanistes fistulator,Bycanistes fistulator,"(Cassin, 1850)",1850,gbif,2026-09-05
Bycanistes sharpii,Bycanistes sharpii,"(D.G.Elliot, 1873)",1873,gbif,2026-09-05
Bycanistes subcylindricus,Bycanistes subcylindricus,"(P.L.Sclater, 1871)",1871,gbif,2026-09-05
Ceratogymna atrata,Ceratogymna atrata,"(Temminck, 1835)",1835,gbif,2026-09-05
Ceratogymna elata,Ceratogymna elata,"(Temminck, 1831)",1831,gbif,2026-09-05
Horizocerus albocristatus,Horizocerus albocristatus,"(Cassin, 1848)",1848,gbif,2026-09-05
Horizocerus cassini,Horizocerus cassini,"(Finsch, 1903)",1903,gbif,2026-09-05
Horizocerus granti,Horizocerus granti,"(E.Hartert, 1895)",1895,gbif,2026-09-05
Horizocerus hartlaubi,Horizocerus hartlaubi,"(Gould, 1861)",1861,gbif,2026-09-05
Lophoceros alboterminatus,Lophoceros alboterminatus,"Büttikofer, 1889",1889,gbif,2026-09-05
Lophoceros bradfieldi,Lophoceros bradfieldi,"(Roberts, 1930)",1930,gbif,2026-09-05
Lophoceros camurus,Lophoceros camurus,"(Cassin, 1857)",1857,gbif,2026-09-05
Lophoceros fasciatus,Lophoceros fasciatus,"(Shaw, 1812)",1812,gbif,2026-09-05
Lophoceros hemprichii,Lophoceros hemprichii,"(Ehrenberg, 1833)",1833,gbif,2026-09-05
Lophoceros nasutus,Lophoceros nasutus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Lophoceros pallidirostris,Lophoceros pallidirostris,"(Hartlaub & Finsch, 1870)",1870,gbif,2026-09-05
Lophoceros semifasciatus,Lophoceros semifasciatus,"(Hartlaub, 1855)",1855,gbif,2026-09-05
Ocyceros birostris,Ocyceros birostris,"(Scopoli, 1786)",1786,gbif,2026-09-05
Ocyceros gingalensis,Ocyceros gingalensis,"(Shaw, 1812)",1812,gbif,2026-09-05
Ocyceros griseus,Ocyceros griseus,"(Latham, 1790)",1790,gbif,2026-09-05
Penelopides affinis,Penelopides affinis,"Tweeddale, 1877",1877,gbif,2026-09-05
Penelopides manillae,Penelopides manillae,"(Boddaert, 1783)",1783,gbif,2026-09-05
Penelopides mindorensis,Penelopides mindorensis,"Steere, 1890",1890,gbif,2026-09-05
Penelopides panini,Penelopides panini,"(Boddaert, 1783)",1783,gbif,2026-09-05
Rhabdotorrhinus corrugatus,Rhabdotorrhinus corrugatus,"(Temminck, 1832)",1832,gbif,2026-09-05
Rhabdotorrhinus exarhatus,Rhabdotorrhinus exarhatus,"(Temminck, 1823)",1823,gbif,2026-09-05
Rhabdotorrhinus leucocephalus,Rhabdotorrhinus leucocephalus,"(Vieillot, 1816)",1816,gbif,2026-09-05
Rhabdotorrhinus waldeni,Rhabdotorrhinus waldeni,"(Sharpe, 1877)",1877,gbif,2026-09-05
Rhinoplax vigil,Rhinoplax vigil,"(Pennant, 1781)",1781,gbif,2026-09-05
Rhyticeros cassidix,Rhyticeros cassidix,"(Temminck, 1823)",1823,gbif,2026-09-05
Rhyticeros everetti,Rhyticeros everetti,"Rothschild, 1898",1898,gbif,2026-09-05
Rhyticeros narcondami,Rhyticeros narcondami,"Hume, 1873",1873,gbif,2026-09-05
Rhyticeros plicatus,Rhyticeros plicatus,"(J.R.Forster, 1781)",1781,gbif,2026-09-05
Rhyticeros subruficollis,Rhyticeros subruficollis,"(Blyth, 1843)",1843,gbif,2026-09-05
Rhyticeros undulatus,Rhyticeros undulatus,"(Shaw, 1812)",1812,gbif,2026-09-05
Tockus damarensis,Tockus damarensis,"(Shelley, 1888)",1888,gbif,2026-09-05
Tockus deckeni,Tockus deckeni,"(Cabanis, 1868)",1868,gbif,2026-09-05
Tockus erythrorhynchus,Tockus erythrorhynchus,"(Temminck, 1823)",1823,gbif,2026-09-05
Tockus flavirostris,Tockus flavirostris,"(Rüppell, 1835)",1835,gbif,2026-09-05
Tockus jacksoni,Tockus jacksoni,"(Ogilvie-Grant, 1891)",1891,gbif,2026-09-05
Tockus leucomelas,Tockus leucomelas,"(M.H.K.Lichtenstein, 1842)",1842,gbif,2026-09-05
Tockus monteiri,Tockus monteiri,"Hartlaub, 1865",1865,gbif,2026-09-05
Phoeniculus bollei,Phoeniculus bollei,"(Hartlaub, 1858)",1858,gbif,2026-09-05
Phoeniculus damarensis,Phoeniculus damarensis,"(Ogilvie-Grant, 1901)",1901,gbif,2026-09-05
Phoeniculus purpureus,Phoeniculus purpureus,"(J.F.Miller, 1784)",1784,gbif,2026-09-05
Phoeniculus somaliensis,Phoeniculus somaliensis,"(Ogilvie-Grant, 1901)",1901,gbif,2026-09-05
Rhinopomastus aterrimus,Rhinopomastus aterrimus,"(Stephens, 1826)",1826,gbif,2026-09-05
Rhinopomastus castaneiceps,Rhinopomastus castaneiceps,"(Sharpe, 1871)",1871,gbif,2026-09-05
Rhinopomastus cyanomelas,Rhinopomastus cyanomelas,"(Vieillot, 1819)",1819,gbif,2026-09-05
Rhinopomastus minor,Rhinopomastus minor,"(Rüppell, 1845)",1845,gbif,2026-09-05
Upupa epops,Upupa epops,"Linnaeus, 1758",1758,gbif,2026-09-05
Upupa marginata,Upupa marginata,"Cabanis & Heine, 1860",1860,gbif,2026-09-05
Aegotheles affinis,Aegotheles affinis,"Salvadori, 1876",1876,gbif,2026-09-05
Aegotheles albertisi,Aegotheles albertisi,"P.L.Sclater, 1874",1874,gbif,2026-09-05
Aegotheles archboldi,Aegotheles archboldi,"Rand, 1941",1941,gbif,2026-09-05
Aegotheles bennettii,Aegotheles bennettii,"Salvadori & D'Albertis, 1875",1875,gbif,2026-09-05
Aegotheles crinifrons,Aegotheles crinifrons,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Aegotheles cristatus,Aegotheles cristatus,"(Shaw, 1790)",1790,gbif,2026-09-05
Aegotheles insignis,Aegotheles insignis,"Salvadori, 1876",1876,gbif,2026-09-05
Aegotheles savesi,Aegotheles savesi,"E.L.Layard & E.L.C.Layard, 1881",1881,gbif,2026-09-05
Aegotheles tatei,Aegotheles tatei,"Rand, 1941",1941,gbif,2026-09-05
Aegotheles wallacii,Aegotheles wallacii,"G.R.Gray, 1859",1859,gbif,2026-09-05
Aerodramus bartschi,Aerodramus bartschi,"(Mearns, 1909)",1909,gbif,2026-09-05
Aerodramus brevirostris,Aerodramus brevirostris,"(Horsfield, 1840)",1840,gbif,2026-09-05
Aerodramus elaphrus,Aerodramus elaphrus,"(Oberholser, 1906)",1906,gbif,2026-09-05
Aerodramus francicus,Aerodramus francicus,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Aerodramus fuciphagus,Aerodramus fuciphagus,"(Thunberg, 1812)",1812,gbif,2026-09-05
Aerodramus hirundinaceus,Aerodramus hirundinaceus,"(Stresemann, 1914)",1914,gbif,2026-09-05
Aerodramus infuscatus,Aerodramus infuscatus,"(Salvadori, 1880)",1880,gbif,2026-09-05
Aerodramus inquietus,Aerodramus inquietus,"(Kittlitz, 1858)",1858,gbif,2026-09-05
Aerodramus leucophaeus,Aerodramus leucophaeus,"(Peale, 1849)",1849,gbif,2026-09-05
Aerodramus maximus,Aerodramus maximus,"(Hume, 1878)",1878,gbif,2026-09-05
Aerodramus mearnsi,Aerodramus mearnsi,"(Oberholser, 1912)",1912,gbif,2026-09-05
Aerodramus nuditarsus,Aerodramus nuditarsus,"(Salomonsen, 1962)",1962,gbif,2026-09-05
Aerodramus orientalis,Aerodramus orientalis,"(Mayr, 1935)",1935,gbif,2026-09-05
Aerodramus papuensis,Aerodramus papuensis,"(Rand, 1941)",1941,gbif,2026-09-05
Aerodramus pelewensis,Aerodramus pelewensis,"(Mayr, 1935)",1935,gbif,2026-09-05
Aerodramus salangana,Aerodramus salangana,"(Streubel, 1848)",1848,gbif,2026-09-05
Aerodramus sawtelli,Aerodramus sawtelli,"(Holyoak, 1974)",1974,gbif,2026-09-05
Aerodramus spodiopygius,Aerodramus spodiopygius,"(Peale, 1849)",1849,gbif,2026-09-05
Aerodramus terraereginae,Aerodramus terraereginae,"(E.P.Ramsay, 1875)",1875,gbif,2026-09-05
Aerodramus unicolor,Aerodramus unicolor,"(Jerdon, 1840)",1840,gbif,2026-09-05
Aerodramus vanikorensis,Aerodramus vanikorensis,"(Quoy & Gaimard, 1832)",1832,gbif,2026-09-05
Aerodramus vulcanorum,Aerodramus vulcanorum,"(Stresemann, 1926)",1926,gbif,2026-09-05
Aerodramus whiteheadi,Aerodramus whiteheadi,"(Ogilvie-Grant, 1895)",1895,gbif,2026-09-05
Aeronautes andecolus,Aeronautes andecolus,"(d'Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Aeronautes montivagus,Aeronautes montivagus,"(d'Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Aeronautes saxatalis,Aeronautes saxatalis,"(Woodhouse, 1853)",1853,gbif,2026-09-05
Apus acuticauda,Apus acuticauda,"(Jerdon, 1864)",1864,gbif,2026-09-05
Apus affinis,Apus affinis,"(J.E.Gray, 1830)",1830,gbif,2026-09-05
Apus alexandri,Apus alexandri,"Hartert, 1901",1901,gbif,2026-09-05
Apus apus,Apus apus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Apus balstoni,Apus balstoni,"(Bartlett, 1880)",1880,gbif,2026-09-05
Apus barbatus,Apus barbatus,"(P.L.Sclater, 1866)",1866,gbif,2026-09-05
Apus batesi,Apus batesi,"(Sharpe, 1904)",1904,gbif,2026-09-05
Apus berliozi,Apus berliozi,"Ripley, 1966",1966,gbif,2026-09-05
Apus bradfieldi,Apus bradfieldi,"(Roberts, 1926)",1926,gbif,2026-09-05
Apus caffer,Apus caffer,"(M.H.K.Lichtenstein, 1823)",1823,gbif,2026-09-05
Apus horus,Apus horus,"(Heuglin, 1869)",1869,gbif,2026-09-05
Apus niansae,Apus niansae,"(Reichenow, 1887)",1887,gbif,2026-09-05
Apus nipalensis,Apus nipalensis,"(Hodgson, 1837)",1837,gbif,2026-09-05
Apus pacificus,Apus pacificus,"(Latham, 1801)",1801,gbif,2026-09-05
Apus pallidus,Apus pallidus,"(Shelley, 1870)",1870,gbif,2026-09-05
Apus sladeniae,Apus sladeniae,"(Ogilvie-Grant, 1904)",1904,gbif,2026-09-05
Apus unicolor,Apus unicolor,"(Jardine, 1830)",1830,gbif,2026-09-05
Chaetura andrei,Chaetura andrei,"von Berlepsch & Hartert, 1902",1902,gbif,2026-09-05
Chaetura brachyura,Chaetura brachyura,"(Jardine, 1846)",1846,gbif,2026-09-05
Chaetura chapmani,Chaetura chapmani,"Hellmayr, 1907",1907,gbif,2026-09-05
Chaetura cinereiventris,Chaetura cinereiventris,"P.L.Sclater, 1862",1862,gbif,2026-09-05
Chaetura egregia,Chaetura egregia,"Todd, 1916",1916,gbif,2026-09-05
Chaetura fumosa,Chaetura fumosa,"Salvin, 1870",1870,gbif,2026-09-05
Chaetura martinica,Chaetura martinica,"(Hermann, 1783)",1783,gbif,2026-09-05
Chaetura meridionalis,Chaetura meridionalis,"Hellmayr, 1907",1907,gbif,2026-09-05
Chaetura pelagica,Chaetura pelagica,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Chaetura spinicaudus,Chaetura spinicaudus,"(Temminck, 1839)",1839,gbif,2026-09-05
Chaetura vauxi,Chaetura vauxi,"(J.K.Townsend, 1839)",1839,gbif,2026-09-05
Collocalia esculenta,Collocalia esculenta,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Collocalia linchi,Collocalia linchi,"Horsfield & F.Moore, 1854",1854,gbif,2026-09-05
Collocalia troglodytes,Collocalia troglodytes,"G.R.Gray, 1845",1845,gbif,2026-09-05
Cypseloides cherriei,Cypseloides cherriei,"Ridgway, 1893",1893,gbif,2026-09-05
Cypseloides cryptus,Cypseloides cryptus,"J.T.Zimmer, 1945",1945,gbif,2026-09-05
Cypseloides fumigatus,Cypseloides fumigatus,"(Streubel, 1848)",1848,gbif,2026-09-05
Cypseloides lemosi,Cypseloides lemosi,"Eisenmann & Lehmann, 1962",1962,gbif,2026-09-05
Cypseloides niger,Cypseloides niger,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Cypseloides rothschildi,Cypseloides rothschildi,"J.T.Zimmer, 1945",1945,gbif,2026-09-05
Cypseloides senex,Cypseloides senex,"(Temminck, 1826)",1826,gbif,2026-09-05
Cypseloides storeri,Cypseloides storeri,"Navarro, Peterson, Escalante & Benitez, 1992",1992,gbif,2026-09-05
Cypsiurus balasiensis,Cypsiurus balasiensis,"(J.E.Gray, 1829)",1829,gbif,2026-09-05
Cypsiurus gracilis,Cypsiurus gracilis,"(Sharpe, 1871)",1871,gbif,2026-09-05
Cypsiurus parvus,Cypsiurus parvus,"(M.H.K.Lichtenstein, 1823)",1823,gbif,2026-09-05
Hirundapus caudacutus,Hirundapus caudacutus,"(Latham, 1801)",1801,gbif,2026-09-05
Hirundapus celebensis,Hirundapus celebensis,"(P.L.Sclater, 1866)",1866,gbif,2026-09-05
