species,family,order,mass_g,range_km2,year,attractiveness,article,views_mean_monthly,works_2015_2024
Sporophila fringilloides,Thraupidae,Passeriformes,12.69,330728.09,1870,6.284,White-naped seedeater,27.52,6
Sporophila frontalis,Thraupidae,Passeriformes,19.3,186188.74,1869,5.2989,Buffy-fronted seedeater,33.12,40
Sporophila funerea,Thraupidae,Passeriformes,13.0,730927.96,1860,5.0937,Thick-billed seed finch,75.61,16
Sporophila hypochroma,Thraupidae,Passeriformes,9.7,200480.73,1915,5.5058,Rufous-rumped seedeater,27.15,15
Sporophila hypoxantha,Thraupidae,Passeriformes,10.5,1849719.45,1851,5.756,Tawny-bellied seedeater,33.33,58
Sporophila intermedia,Thraupidae,Passeriformes,12.1,1371520.28,1851,5.719,Grey seedeater,34.6,19
Sporophila leucoptera,Thraupidae,Passeriformes,15.5,3778100.99,1817,5.2889,White-bellied seedeater,32.47,13
Sporophila lineola,Thraupidae,Passeriformes,9.8,2753229.63,1758,5.5113,Lined seedeater,252.43,37
Sporophila luctuosa,Thraupidae,Passeriformes,12.5,524736.69,1843,5.8177,Black-and-white seedeater,46.51,22
Sporophila maximiliani,Thraupidae,Passeriformes,24.6,105712.43,1851,5.8355,Great-billed seed finch,82.36,45
Sporophila melanogaster,Thraupidae,Passeriformes,9.3,17770.37,1870,5.904,Black-bellied seedeater,34.12,58
Sporophila minuta,Thraupidae,Passeriformes,7.8,2243040.21,1758,6.2268,Ruddy-breasted seedeater,77.12,30
Sporophila morelleti,Thraupidae,Passeriformes,8.7,854796.84,1850,5.7435,Morelet's seedeater,97.82,7
Sporophila murallae,Thraupidae,Passeriformes,10.77,973993.27,1915,5.4278,Wing-barred seedeater,49.98,11
Sporophila nigricollis,Thraupidae,Passeriformes,9.6,7194514.7,1823,5.3032,Yellow-bellied seedeater,109.42,44
Sporophila nigrorufa,Thraupidae,Passeriformes,10.77,116784.46,1837,6.5457,Black-and-tawny seedeater,35.3,52
Sporophila nuttingi,Thraupidae,Passeriformes,24.0,52780.9,1884,5.1231,Nicaraguan seed finch,28.27,9
Sporophila palustris,Thraupidae,Passeriformes,8.21,86584.99,1883,6.223,Marsh seedeater,42.65,66
Sporophila peruviana,Thraupidae,Passeriformes,12.6,102408.25,1842,5.1142,Parrot-billed seedeater,26.42,7
Sporophila pileata,Thraupidae,Passeriformes,8.6,1453377.95,1865,5.3965,Pearly-bellied seedeater,36.12,17
Sporophila plumbea,Thraupidae,Passeriformes,9.7,4740053.97,1830,5.745,Plumbeous seedeater,36.74,23
Sporophila ruficollis,Thraupidae,Passeriformes,8.6,1241868.6,1851,6.3195,Dark-throated seedeater,26.29,34
Sporophila schistacea,Thraupidae,Passeriformes,12.7,1554851.82,1862,5.4475,Slate-coloured seedeater,38.32,34
Sporophila simplex,Thraupidae,Passeriformes,28.0,95371.9,1874,5.0059,Drab seedeater,38.91,9
Sporophila telasco,Thraupidae,Passeriformes,9.6,240640.68,1828,5.3282,Chestnut-throated seedeater,34.03,19
Sporophila torqueola,Thraupidae,Passeriformes,8.7,346708.52,1850,6.0395,Cinnamon-rumped seedeater,135.59,42
Sporopipes frontalis,Ploceidae,Passeriformes,17.3,3005541.44,1800,6.1595,Speckle-fronted weaver,91.62,11
Sporopipes squamifrons,Ploceidae,Passeriformes,12.3,1945507.16,1836,5.7355,Scaly-feathered weaver,106.25,19
Stachyris grammiceps,Timaliidae,Passeriformes,13.0,28092.1,1828,4.7748,White-breasted babbler,27.02,5
Stachyris herberti,Timaliidae,Passeriformes,29.0,21761.3,1920,5.0255,Sooty babbler,36.67,7
Stachyris humei,Timaliidae,Passeriformes,34.1,92705.58,1873,5.256,Sikkim wedge-billed babbler,56.49,12
Stachyris leucotis,Timaliidae,Passeriformes,23.7,247763.47,1848,5.3191,White-necked babbler,29.83,6
Stachyris maculata,Timaliidae,Passeriformes,29.2,586781.16,1836,5.5053,Chestnut-rumped babbler,38.45,13
Stachyris nigriceps,Timaliidae,Passeriformes,15.8,1916677.61,1844,5.9755,Grey-throated babbler,65.48,18
Stachyris nigricollis,Timaliidae,Passeriformes,26.2,170687.25,1836,5.671,Black-throated babbler,39.06,10
Stachyris nonggangensis,Timaliidae,Passeriformes,29.0,1097.47,2008,5.2232,Nonggang babbler,30.36,23
Stachyris oglei,Timaliidae,Passeriformes,33.0,16469.54,1877,4.7398,Snowy-throated babbler,36.5,12
Stachyris poliocephala,Timaliidae,Passeriformes,23.32,715193.38,1836,5.559,Grey-headed babbler,33.12,9
Stachyris roberti,Timaliidae,Passeriformes,34.1,173463.75,1875,5.2685,Cachar wedge-billed babbler,39.99,13
Stachyris strialata,Timaliidae,Passeriformes,28.0,593976.72,1836,6.2318,Spot-necked babbler,32.48,10
Stachyris thoracica,Timaliidae,Passeriformes,12.0,63832.94,1821,5.2746,White-bibbed babbler,36.57,6
Stactolaema anchietae,Lybiidae,Piciformes,47.3,1482309.28,1869,5.4283,Anchieta's barbet,36.08,9
Stactolaema whytii,Lybiidae,Piciformes,55.6,456236.86,1893,5.3543,Whyte's barbet,35.8,10
Stagonopleura bella,Estrildidae,Passeriformes,14.0,276741.26,1802,6.6545,Beautiful firetail,273.02,12
Stagonopleura guttata,Estrildidae,Passeriformes,17.6,1457198.69,1796,7.0134,Diamond firetail,588.46,29
Stagonopleura oculata,Estrildidae,Passeriformes,12.9,82318.02,1830,6.7706,Red-eared firetail,213.54,4
Starnoenas cyanocephala,Columbidae,Columbiformes,219.0,28507.5,1758,6.0183,Blue-headed quail-dove,234.82,24
Steatornis caripensis,Steatornithidae,Caprimulgiformes,408.0,1057217.82,1817,7.1533,,,58
Steganopus tricolor,Scolopacidae,Charadriiformes,59.39,3893986.28,1819,5.7944,Wilson's phalarope,2181.28,13
Stelgidillas gracilirostris,Pycnonotidae,Passeriformes,31.24,3807444.87,1844,5.4218,Slender-billed greenbul,51.25,9
Stelgidopteryx ruficollis,Hirundinidae,Passeriformes,16.1,13831495.26,1817,5.3731,Southern rough-winged swallow,169.42,34
Stenostira scita,Stenostiridae,Passeriformes,5.9,271748.33,1818,5.9816,Fairy flycatcher,129.26,13
Stephanoaetus coronatus,Accipitridae,Accipitriformes,3640.0,6608300.52,1766,6.6243,Crowned eagle,6888.63,46
Stephanophorus diadematus,Thraupidae,Passeriformes,35.4,1088996.67,1823,6.2122,Diademed tanager,57.94,25
Stephanoxis lalandi,Trochilidae,Caprimulgiformes,4.0,300448.07,1818,7.4141,Green-crowned plovercrest,89.72,29
Stephanoxis loddigesii,Trochilidae,Caprimulgiformes,4.0,834254.78,1831,7.5022,Purple-crowned plovercrest,60.49,19
Stercorarius longicaudus,Stercorariidae,Charadriiformes,287.9,6233403.78,1819,5.7361,Long-tailed jaeger,1026.45,103
Stercorarius parasiticus,Stercorariidae,Charadriiformes,444.31,6277591.31,1758,5.5471,Parasitic jaeger,2581.17,137
Stercorarius pomarinus,Stercorariidae,Charadriiformes,692.47,3233984.08,1815,5.4345,Pomarine jaeger,1586.64,110
Sterna acuticauda,Laridae,Charadriiformes,153.0,2474259.32,1831,5.9762,Black-bellied tern,286.33,32
Sterna aurantia,Laridae,Charadriiformes,209.0,5428999.73,1831,5.5502,River tern,391.57,44
Sterna dougallii,Laridae,Charadriiformes,112.0,7673719.23,1813,6.2534,Roseate tern,1137.97,158
Sterna forsteri,Laridae,Charadriiformes,149.0,1801878.95,1834,5.9689,Forster's tern,638.81,98
Sterna hirundinacea,Laridae,Charadriiformes,188.0,1375360.34,1831,6.3353,South American tern,130.31,49
Sterna hirundo,Laridae,Charadriiformes,129.15,30248469.5,1758,6.2426,Common tern,3513.11,509
Sterna paradisaea,Laridae,Charadriiformes,110.0,10398468.44,1763,5.8724,Arctic tern,10294.2,233
Sterna repressa,Laridae,Charadriiformes,90.0,797048.79,1916,6.2992,White-cheeked tern,132.76,16
Sterna striata,Laridae,Charadriiformes,129.0,83485.48,1789,5.5749,White-fronted tern,229.01,18
Sterna sumatrana,Laridae,Charadriiformes,106.0,10103250.1,1822,6.4178,Black-naped tern,256.25,43
Sterna trudeaui,Laridae,Charadriiformes,153.0,539946.35,1838,5.4838,Snowy-crowned tern,82.06,20
Sterna virgata,Laridae,Charadriiformes,126.0,7757.79,1875,5.7208,Kerguelen tern,86.25,10
Sterna vittata,Laridae,Charadriiformes,139.0,2102848.54,1789,6.3006,Antarctic tern,521.98,29
Sternoclyta cyanopectus,Trochilidae,Caprimulgiformes,8.0,40400.06,1846,7.2757,Violet-chested hummingbird,39.56,13
Sternula albifrons,Laridae,Charadriiformes,57.0,11965931.09,1764,5.7499,Little tern,928.98,163
Sternula antillarum,Laridae,Charadriiformes,45.86,1340830.63,1847,5.9287,Least tern,1196.92,167
Sternula balaenarum,Laridae,Charadriiformes,60.0,404545.26,1853,5.6964,Damara tern,117.22,11
Sternula lorata,Laridae,Charadriiformes,53.8,21.27,1861,5.4825,Peruvian tern,81.73,26
Sternula nereis,Laridae,Charadriiformes,72.3,250434.51,1843,5.5925,Fairy tern,717.26,33
Sternula saundersi,Laridae,Charadriiformes,42.5,257886.15,1877,5.7158,Saunders's tern,133.0,13
Sternula superciliaris,Laridae,Charadriiformes,46.4,11385573.19,1819,6.0293,Yellow-billed tern,107.17,24
Sterrhoptilus capitalis,Zosteropidae,Passeriformes,14.9,37149.26,1877,4.9296,Rusty-crowned babbler,27.62,7
Sterrhoptilus dennistouni,Zosteropidae,Passeriformes,15.7,15801.31,1895,6.0427,Golden-crowned babbler,40.31,8
Sterrhoptilus nigrocapitatus,Zosteropidae,Passeriformes,14.1,30644.43,1890,4.523,Visayan babbler,24.91,4
Stictonetta naevosa,Anatidae,Anseriformes,903.27,5897864.38,1841,5.1188,Freckled duck,443.98,25
Stigmatura budytoides,Tyrannidae,Passeriformes,11.08,1866889.93,1837,5.693,Greater wagtail-tyrant,27.62,31
Stiltia isabella,Glareolidae,Charadriiformes,65.5,3330886.74,1816,6.0126,Australian pratincole,149.87,14
Stipiturus malachurus,Maluridae,Passeriformes,7.3,687011.19,1798,6.567,Southern emu-wren,170.53,16
Stipiturus mallee,Maluridae,Passeriformes,5.5,20050.54,1908,6.5017,Mallee emu-wren,147.67,28
Stipiturus ruficeps,Maluridae,Passeriformes,5.0,568075.87,1899,7.0764,Rufous-crowned emu-wren,63.67,13
Stizorhina finschi,Turdidae,Passeriformes,36.99,397355.96,1870,5.3783,Finsch's rufous thrush,36.53,12
Stizorhina fraseri,Turdidae,Passeriformes,35.7,3553586.08,1844,5.4882,Fraser's rufous thrush,43.14,10
Stomiopera flava,Meliphagidae,Passeriformes,21.4,415063.54,1843,5.3012,Yellow honeyeater,93.86,10
Stomiopera unicolor,Meliphagidae,Passeriformes,30.7,1189196.61,1843,4.9955,White-gaped honeyeater,62.13,10
Strepera fuliginosa,Artamidae,Passeriformes,375.46,68050.36,1837,5.1013,Black currawong,1149.22,6
Strepera graculina,Artamidae,Passeriformes,298.86,1580095.1,1790,5.3262,Pied currawong,2545.04,45
Strepera versicolor,Artamidae,Passeriformes,395.47,2079178.27,1802,5.0844,Grey currawong,1030.48,30
Streptocitta albertinae,Sturnidae,Passeriformes,248.0,2737.24,1865,6.0481,Bare-eyed myna,125.11,6
Streptopelia bitorquata,Columbidae,Columbiformes,153.0,186292.82,1809,4.9481,Sunda collared dove,199.15,23
Streptopelia capicola,Columbidae,Columbiformes,142.0,9534302.21,1857,5.499,Ring-necked dove,3519.62,52
Streptopelia decipiens,Columbidae,Columbiformes,134.0,7210175.11,1870,5.7987,Mourning collared dove,664.78,26
Streptopelia dusumieri,Columbidae,Columbiformes,153.0,277310.82,1823,5.1969,Philippine collared dove,227.72,11
Streptopelia hypopyrrha,Columbidae,Columbiformes,162.0,529885.84,1910,5.606,Adamawa turtle dove,197.45,14
Streptopelia lugens,Columbidae,Columbiformes,155.0,945579.48,1837,5.4185,Dusky turtle dove,232.4,11
Streptopelia orientalis,Columbidae,Columbiformes,232.94,16926350.97,1790,5.6757,Oriental turtle dove,1349.41,126
Streptopelia reichenowi,Columbidae,Columbiformes,119.0,153525.54,1901,5.6392,White-winged collared dove,101.13,13
Streptopelia roseogrisea,Columbidae,Columbiformes,155.0,6532097.97,1857,5.3529,African collared dove,677.63,72
Streptopelia semitorquata,Columbidae,Columbiformes,176.0,13753343.72,1837,5.8141,Red-eyed dove,700.58,34
Streptopelia tranquebarica,Columbidae,Columbiformes,103.0,9407303.38,1804,6.0299,Red collared dove,370.77,34
Streptopelia turtur,Columbidae,Columbiformes,132.0,17578320.62,1758,4.6632,European turtle dove,6659.02,376
Streptopelia vinacea,Columbidae,Columbiformes,110.0,6146574.47,1789,5.5924,Vinaceous dove,196.91,9
Streptoprocne biscutata,Apodidae,Caprimulgiformes,95.81,1314750.58,1866,5.1477,Biscutate swift,60.26,20
Streptoprocne phelpsi,Apodidae,Caprimulgiformes,21.8,255999.37,1972,4.8314,Tepui swift,47.09,15
Streptoprocne rutila,Apodidae,Caprimulgiformes,20.2,1392664.2,1817,4.9707,Chestnut-collared swift,90.68,17
Streptoprocne semicollaris,Apodidae,Caprimulgiformes,175.0,324675.19,1859,5.0225,White-naped swift,125.58,21
Streptoprocne zonaris,Apodidae,Caprimulgiformes,86.79,8315095.89,1796,5.8228,White-collared swift,404.35,59
Stresemannia bougainvillei,Meliphagidae,Passeriformes,24.7,2008.77,1932,5.0231,Bougainville honeyeater,27.84,5
Strix butleri,Strigidae,Strigiformes,219.0,3653.25,1878,5.3121,Omani owl,284.09,28
Strix chacoensis,Strigidae,Strigiformes,330.0,766166.49,1921,6.5092,Chaco owl,172.4,16
Strix fulvescens,Strigidae,Strigiformes,711.5,116030.37,1868,6.1066,Fulvous owl,263.34,18
Strix hadorami,Strigidae,Strigiformes,219.0,196474.04,2015,6.879,Desert owl,636.84,11
Strix hylophila,Strigidae,Strigiformes,345.38,711556.62,1825,7.143,Rusty-barred owl,134.89,31
Strix leptogrammica,Strigidae,Strigiformes,970.0,5428569.66,1832,7.1638,Brown wood owl,598.75,44
Strix nebulosa,Strigidae,Strigiformes,1061.89,19847527.93,1772,7.1124,Great grey owl,10166.23,153
Strix nivicolum,Strigidae,Strigiformes,472.46,4870063.2,1845,6.7923,Himalayan owl,260.29,12
Strix occidentalis,Strigidae,Strigiformes,586.37,1207066.6,1860,6.9661,Spotted owl,4199.07,365
Strix ocellata,Strigidae,Strigiformes,1011.0,2253179.97,1839,6.8194,Mottled wood owl,670.56,9
Strix rufipes,Strigidae,Strigiformes,380.0,639116.13,1827,7.1402,Rufous-legged owl,214.79,49
Strix seloputo,Strigidae,Strigiformes,1011.0,610935.05,1821,6.7595,Spotted wood owl,526.94,6
Strix woodfordii,Strigidae,Strigiformes,350.0,9861983.74,1834,7.3494,African wood owl,357.14,17
Struthidea cinerea,Corcoracidae,Passeriformes,132.0,2500913.56,1837,4.7107,,,18
Struthio camelus,Struthionidae,Struthioniformes,111000.0,8595319.06,1758,5.6855,Common ostrich,28059.67,510
Struthio molybdophanes,Struthionidae,Struthioniformes,111000.0,1079016.7,1883,5.8617,Somali ostrich,3910.33,13
Sturnella magna,Icteridae,Passeriformes,91.76,7031582.36,1758,5.8263,Eastern meadowlark,1948.42,194
Sturnella neglecta,Icteridae,Passeriformes,100.06,6719237.68,1844,5.7205,Western meadowlark,4696.75,104
Sturnia erythropygia,Sturnidae,Passeriformes,39.6,5485.94,1846,6.1505,White-headed starling,116.84,16
Sturnia pagodarum,Sturnidae,Passeriformes,48.9,3407257.97,1789,6.5481,Brahminy starling,868.17,27
Sturnia sinensis,Sturnidae,Passeriformes,61.0,741191.43,1788,5.8306,White-shouldered starling,153.89,18
Sturnornis albofrontatus,Sturnidae,Passeriformes,39.6,9929.88,1854,5.3319,White-faced starling,111.33,14
Sturnus unicolor,Sturnidae,Passeriformes,83.66,826392.84,1820,5.8027,Spotless starling,737.73,106
Sturnus vulgaris,Sturnidae,Passeriformes,77.14,17082191.68,1758,5.5275,Common starling,24930.64,1191
Sublegatus arenarum,Tyrannidae,Passeriformes,12.3,940862.17,1863,5.9762,Northern scrub flycatcher,28.9,17
Sublegatus modestus,Tyrannidae,Passeriformes,14.0,5706526.11,1831,5.8131,Southern scrub flycatcher,20.77,18
Sublegatus obscurior,Tyrannidae,Passeriformes,16.0,5373017.82,1920,5.4425,Amazonian scrub flycatcher,27.57,16
Sugomel nigrum,Meliphagidae,Passeriformes,9.9,5440427.41,1838,5.0679,Black honeyeater,600.48,14
Suiriri suiriri,Tyrannidae,Passeriformes,14.53,6139582.17,1818,5.4576,Suiriri flycatcher,39.57,21
Sula dactylatra,Sulidae,Suliformes,1732.08,130196617.9,1831,5.2411,Masked booby,2701.57,106
Sula granti,Sulidae,Suliformes,1732.08,1390871.94,1902,6.111,Nazca booby,1468.43,63
Sula leucogaster,Sulidae,Suliformes,1288.82,26818777.48,1783,6.1796,Brown booby,4024.11,234
Sula nebouxii,Sulidae,Suliformes,1520.09,4287194.46,1882,6.903,Blue-footed booby,19967.79,140
Sula sula,Sulidae,Suliformes,1031.1,122459893.2,1766,5.7153,Red-footed booby,3881.04,138
Sula variegata,Sulidae,Suliformes,1432.48,229733.56,1843,5.8461,Peruvian booby,1144.5,63
Surnia ulula,Strigidae,Strigiformes,319.9,21131927.34,1758,7.3829,Northern hawk-owl,3469.34,86
Surniculus dicruroides,Cuculidae,Cuculiformes,29.7,3187996.6,1839,6.1919,Fork-tailed drongo-cuckoo,189.93,9
Surniculus lugubris,Cuculidae,Cuculiformes,29.7,1789081.99,1821,5.6156,Square-tailed drongo-cuckoo,207.84,10
Surniculus musschenbroeki,Cuculidae,Cuculiformes,29.7,196374.6,1878,4.9398,Moluccan drongo-cuckoo,28.23,5
Surniculus velutinus,Cuculidae,Cuculiformes,35.61,248379.24,1877,5.9737,Philippine drongo-cuckoo,98.72,8
Suthora fulvifrons,Sylviidae,Passeriformes,6.4,287751.92,1845,6.8013,Fulvous parrotbill,51.08,7
Suthora nipalensis,Sylviidae,Passeriformes,5.47,410838.23,1837,6.489,Black-throated parrotbill,76.49,14
Suthora verreauxi,Sylviidae,Passeriformes,6.0,430054.14,1883,6.6352,Golden parrotbill,76.11,15
Swynnertonia swynnertoni,Muscicapidae,Passeriformes,16.04,7065.43,1906,6.1684,Swynnerton's robin,57.62,19
Sylvia abyssinica,Sylviidae,Passeriformes,18.8,387143.47,1840,5.1681,African hill babbler,88.07,7
Sylvia atricapilla,Sylviidae,Passeriformes,16.7,8628077.66,1758,5.6292,Eurasian blackcap,9007.48,373
Sylvia atriceps,Sylviidae,Passeriformes,18.8,111757.32,1902,5.4937,Rwenzori hill babbler,32.03,4
Sylvia borin,Sylviidae,Passeriformes,18.2,9648408.47,1783,5.7805,Garden warbler,2494.18,148
Sylvia dohrni,Sylviidae,Passeriformes,19.33,150.94,1866,5.1852,Dohrn's warbler,55.76,4
Sylvia nigricapillus,Sylviidae,Passeriformes,29.64,170916.76,1818,6.0448,Bush blackcap,77.24,6
Sylvietta denti,Macrosphenidae,Passeriformes,8.4,1125336.65,1906,4.6356,Lemon-bellied crombec,29.4,8
Sylvietta isabellina,Macrosphenidae,Passeriformes,10.0,901911.55,1897,4.8125,Somali crombec,23.06,6
Sylvietta rufescens,Macrosphenidae,Passeriformes,11.6,4186905.87,1817,4.5753,Long-billed crombec,83.14,13
Sylvietta ruficapilla,Macrosphenidae,Passeriformes,11.1,2557018.33,1877,4.5998,Red-capped crombec,38.96,6
Sylvietta virens,Macrosphenidae,Passeriformes,8.4,3738336.18,1859,4.7365,Green crombec,53.92,11
Sylvietta whytii,Macrosphenidae,Passeriformes,9.9,1855770.99,1894,5.0591,Red-faced crombec,48.0,12
Sylviorthorhynchus desmurii,Furnariidae,Passeriformes,10.9,386264.46,1845,5.5318,Des Murs's wiretail,57.8,5
Sylviorthorhynchus yanacensis,Furnariidae,Passeriformes,8.8,74255.09,1933,5.9512,Tawny tit-spinetail,21.19,14
Sylviparus modestus,Paridae,Passeriformes,7.14,837783.04,1836,5.9204,Yellow-browed tit,143.51,20
Syma megarhyncha,Alcedinidae,Coraciiformes,56.0,157417.53,1896,6.6468,Mountain kingfisher,65.97,6
Syma torotoro,Alcedinidae,Coraciiformes,37.7,650715.4,1827,7.4691,Yellow-billed kingfisher,210.74,11
Symposiachrus axillaris,Monarchidae,Passeriformes,15.6,118942.75,1876,6.2343,Black monarch,48.62,11
Symposiachrus boanensis,Monarchidae,Passeriformes,17.5,13.87,1939,6.1703,Boano monarch,20.7,11
Symposiachrus brehmii,Monarchidae,Passeriformes,41.0,2524.27,1871,6.4878,Biak monarch,31.67,9
Symposiachrus browni,Monarchidae,Passeriformes,16.4,4635.15,1883,5.1856,Kolombangara monarch,31.37,7
Symposiachrus everetti,Monarchidae,Passeriformes,16.4,170.57,1896,6.4476,Tanahjampea monarch,30.5,7
Symposiachrus guttula,Monarchidae,Passeriformes,16.4,657660.08,1829,5.9278,Spot-winged monarch,23.8,9
Symposiachrus infelix,Monarchidae,Passeriformes,16.4,2025.05,1877,5.6155,Manus monarch,36.93,6
Symposiachrus julianae,Monarchidae,Passeriformes,16.4,143.74,1959,5.371,Kofiau monarch,27.62,8
Symposiachrus leucurus,Monarchidae,Passeriformes,16.4,1111.79,1858,5.4208,Kai monarch,10.38,4
Symposiachrus loricatus,Monarchidae,Passeriformes,27.3,7963.84,1863,5.7449,Buru monarch,12.38,5
Symposiachrus manadensis,Monarchidae,Passeriformes,22.5,445281.04,1830,6.2411,Hooded monarch,42.1,9
Symposiachrus menckei,Monarchidae,Passeriformes,16.4,239.41,1902,4.5621,Mussau monarch,20.21,6
Symposiachrus mundus,Monarchidae,Passeriformes,27.3,4617.6,1883,6.1404,Banda Sea monarch,29.56,8
Symposiachrus sacerdotum,Monarchidae,Passeriformes,37.0,696.22,1973,5.4957,Flores monarch,32.32,7
Symposiachrus trivirgatus,Monarchidae,Passeriformes,12.7,545399.69,1826,6.5735,Spectacled monarch,79.63,16
Symposiachrus vidua,Monarchidae,Passeriformes,17.09,3376.33,1879,5.7238,White-collared monarch,22.01,4
Synallaxis albescens,Furnariidae,Passeriformes,11.2,9891841.77,1823,5.103,Pale-breasted spinetail,54.35,24
Synallaxis albigularis,Furnariidae,Passeriformes,15.4,1133087.18,1858,6.144,Dark-breasted spinetail,19.54,12
Synallaxis azarae,Furnariidae,Passeriformes,16.9,477890.57,1835,5.5853,Azara's spinetail,45.62,21
Synallaxis beverlyae,Furnariidae,Passeriformes,12.75,57.6,2009,4.6306,Río Orinoco spinetail,18.98,7
Synallaxis brachyura,Furnariidae,Passeriformes,18.3,403853.13,1843,6.0258,Slaty spinetail,30.52,12
Synallaxis cabanisi,Furnariidae,Passeriformes,22.7,189613.73,1890,5.4545,Cabanis's spinetail,23.98,13
Synallaxis candei,Furnariidae,Passeriformes,15.3,156033.91,1838,5.8991,White-whiskered spinetail,23.01,18
Synallaxis castanea,Furnariidae,Passeriformes,15.0,2024.49,1856,6.0721,Black-throated spinetail,17.82,10
Synallaxis cherriei,Furnariidae,Passeriformes,16.0,608624.03,1930,6.0261,Chestnut-throated spinetail,22.72,15
Synallaxis cinerascens,Furnariidae,Passeriformes,13.1,1223916.17,1823,5.203,Grey-bellied spinetail,28.4,12
Synallaxis cinerea,Furnariidae,Passeriformes,16.2,24736.24,1831,5.7921,Bahia spinetail,28.58,10
Synallaxis cinnamomea,Furnariidae,Passeriformes,18.37,85347.41,1843,5.9667,Stripe-breasted spinetail,24.17,9
