sta,plate,lat,lon,dist_km,residual_mm_yr,kept
BGI1,NA,41.6560,-72.7321,2371.5,0.369,1
BGL2,NA,47.5319,-95.3476,2296.5,1.236,1
BGOH,NA,41.3802,-83.6426,2484.2,0.482,1
BHIL,NA,39.3786,-120.1180,279.5,10.869,0
BHMA,NA,26.6899,-78.9670,796.9,2.495,0
BIGD,NA,47.9333,-118.9888,535.4,1.885,0
BIGR,NA,43.6791,-85.4877,2768.4,0.291,1
BIGS,NA,39.2860,-116.8249,485.1,3.022,0
BIL5,NA,45.9712,-107.9965,1358.5,1.005,1
BIL6,NA,45.9712,-107.9968,1358.5,1.134,1
BILI,NA,68.0761,166.4380,729.1,4.363,0
BILS,NA,47.5393,-124.2525,139.4,17.088,0
BJDL,NA,52.7108,-103.6468,1694.7,1.581,1
BKLY,NA,37.7978,-81.1522,2047.3,0.474,1
BKS1,NA,44.5621,-63.7320,2268.8,0.179,1
BKVL,NA,28.4738,-82.4537,1060.5,0.294,1
BLA1,NA,37.2113,-80.4205,1970.4,0.515,1
BLAC,NA,39.7965,-119.2947,363.9,7.004,0
BLAS,NA,79.5386,-22.9747,392.1,3.466,0
BLCL,NA,52.3883,-126.5893,270.6,1.984,0
BLDG,NA,46.3170,-117.9753,590.9,1.375,1
BLIN,NA,37.7580,-118.5040,264.6,7.887,0
BLKV,NA,37.2060,-80.4145,1969.7,0.677,1
BLMM,NA,36.8798,-89.9725,2157.6,0.535,1
BLN1,NA,34.6604,-106.7921,775.4,0.835,1
BLOM,NA,40.4956,-88.9999,2468.2,0.363,1
BLON,NA,65.4047,-19.8289,129.8,4.972,0
BLRK,NA,40.7697,-119.0933,431.8,5.202,0
BLRW,NA,43.2303,-90.5308,2442.0,0.221,1
BLUM,NA,40.9492,-118.0475,520.2,3.473,0
BLW2,NA,42.7671,-109.5578,1149.7,0.562,1
BLY1,NA,42.4068,-121.0491,340.5,4.775,0
BMPD,NA,32.3070,-64.7679,1387.5,0.752,1
BNDM,NA,44.0894,-121.3075,323.9,3.580,0
BNFY,NA,30.8484,-85.6038,1387.7,0.568,1
BOBS,NA,39.4480,-116.9820,486.4,2.953,0
BOC1,NA,26.3810,-80.1095,786.1,0.906,1
BOCA,NA,39.4109,-120.0450,286.7,10.336,0
BOIL,NA,40.2723,-119.3823,387.7,6.047,0
BONH,NA,33.5514,-96.2109,1584.9,0.510,1
BONI,NA,37.2250,-117.1768,305.9,4.285,0
BOOM,NA,39.4756,-119.9559,297.1,9.913,0
BORO,NA,41.7396,-77.2771,2415.0,2.575,0
BOSQ,NA,31.9233,-97.6574,1376.8,0.445,1
BOUL,NA,35.9067,-114.7877,268.5,2.206,0
BOV3,NA,43.9029,-78.6646,2673.2,0.663,1
BOVL,NA,43.9026,-78.6657,2673.2,0.317,1
BOWM,NA,43.9025,-78.6657,2673.2,0.612,1
BPKT,NA,46.8832,-120.3271,421.2,2.969,0
BRA0,NA,49.8435,-99.9506,1931.7,0.955,1
BRA1,NA,33.3717,-111.8241,306.7,2.306,0
BRA3,NA,49.8819,-99.9606,1930.9,0.931,1
BRAC,NA,45.0527,-79.2986,2809.1,0.747,1
BRAD,NA,39.7774,-119.0515,380.0,6.663,0
BRBG,NA,45.0162,-79.3092,2805.4,1.021,1
BRCE,NA,45.4618,-91.2561,2479.5,0.430,1
BRCH,NA,43.2508,-83.8673,2690.3,0.147,1
BRD3,NA,49.8721,-99.9606,1930.9,0.796,1
BRDY,NA,39.7813,-119.0086,383.4,5.709,0
BRE3,NA,44.4110,-76.2817,2696.7,0.921,1
BREW,NA,48.1315,-119.6826,486.4,2.042,0
BRID,NA,38.2070,-119.3110,243.1,12.082,0
BRIG,NA,42.5201,-83.7567,2609.4,0.149,1
BRKG,NA,44.3149,-96.7863,2033.6,0.216,1
BRKS,NA,46.8581,-92.5885,2457.3,0.600,1
BRMS,NA,47.3454,-91.8457,2532.8,0.949,1
BRMT,NA,45.3333,-72.6500,2780.3,0.401,1
BRMU,NA,32.3704,-64.6963,1394.8,0.863,1
BRN3,NA,49.2699,-123.0156,291.7,5.732,0
BRNB,NA,49.2751,-123.0218,291.6,5.182,0
BRNE,NA,29.8234,-98.7555,1168.9,0.560,1
BRNT,NA,44.4402,-118.1913,569.6,0.587,1
BRO3,NA,44.5881,-75.6899,2711.1,0.493,1
BRO5,NA,44.5911,-75.6811,2711.4,1.262,1
BROK,NA,39.1688,-117.9426,403.0,3.793,0
BROO,NA,50.5639,-111.8986,1093.6,1.267,1
BRRI,NA,44.4113,-79.6679,2745.2,0.500,1
BRSG,NA,32.3704,-64.6964,1394.8,0.271,1
BRSP,NA,45.4016,-121.7085,293.6,4.775,0
BRTW,NA,27.9496,-81.7828,989.6,0.568,1
BRU1,NA,52.2651,-105.5248,1561.3,1.949,1
BRU5,NA,43.8898,-69.9466,2628.9,0.467,1
BRU6,NA,43.8897,-69.9466,2628.9,0.427,1
BRW1,NA,71.2828,-156.7899,1361.0,4.161,0
BRWN,NA,44.7304,-94.3562,2224.9,0.182,1
BSMK,NA,46.8211,-100.8167,1899.8,0.310,1
BSPC,NA,44.5784,-112.8629,989.4,0.868,1
BSUM,NA,47.5542,-122.1323,298.0,5.904,0
BTFD,NA,43.1604,-80.3292,2617.3,0.407,1
BTON,NA,45.4858,-122.7974,210.6,7.671,0
BTSK,NA,52.1887,-106.6886,1481.8,1.832,1
BUC3,NA,45.5874,-75.4158,2819.9,1.259,1
BUDH,NA,64.2404,-19.3246,31.6,3.674,0
BUFF,NA,40.3614,-117.2662,537.8,3.296,0
BULL,NA,36.9176,-116.8717,283.2,3.572,0
BULY,NA,50.9504,-104.8692,1588.0,0.944,1
BUR5,NA,41.1880,-104.3532,1326.9,0.324,1
BUR7,NA,42.7262,-88.2235,2605.7,0.208,1
BURL,NA,43.3612,-79.7913,2631.5,0.588,1
BURN,NA,42.7795,-117.8435,602.3,2.015,0
BURR,NA,40.5189,-119.8390,363.0,6.925,0
BURY,NA,40.8594,-76.7961,2311.7,0.936,1
BUST,NA,36.7453,-116.4509,281.7,3.175,0
BUTB,NA,53.0630,-128.4638,225.6,1.108,0
BUTM,NA,37.3464,-118.5549,231.8,10.440,0
BUTT,NA,41.4789,-119.8407,403.7,5.140,0
BVHS,NA,29.3368,-89.4064,1398.7,0.300,1
BVLD,NA,55.2133,-119.4404,827.7,1.380,1
BXTR,NA,46.3479,-94.2414,2319.6,0.835,1
BYSP,NA,18.4078,-66.1612,157.9,18.109,0
CA08,NA,48.0075,-66.6572,2258.6,0.466,1
CA99,NA,37.6446,-118.8967,229.5,12.357,0
CACR,NA,40.3096,-121.2291,246.8,11.142,0
CACU,NA,47.9053,-69.4773,2450.1,0.906,1
CAEL,NA,40.4217,-120.7029,292.9,8.367,0
CAFM,NA,41.0179,-121.4311,261.7,7.328,0
CAGS,NA,45.5850,-75.8073,2822.4,1.001,1
CAL0,NA,51.0490,-114.0008,961.6,1.634,1
CALC,NA,29.7681,-93.3429,1608.6,0.840,1
CALE,NA,46.2066,-91.2917,2511.9,1.430,1
CALL,NA,39.6878,-116.7740,516.9,3.074,0
CALU,NA,41.7298,-87.5384,2600.8,0.432,1
CAM2,NA,19.8444,-90.5402,490.3,1.403,0
CAM3,NA,45.5746,-93.2161,2347.3,0.360,1
CAM4,NA,53.0228,-112.8285,1109.9,1.284,1
CAMB,NA,38.7922,-119.0731,304.5,7.856,0
CAMR,NA,29.7985,-93.3251,1611.1,0.345,1
CAMS,NA,41.3142,-122.3144,209.1,7.898,0
CAR0,NA,49.5180,-97.9784,2075.3,0.801,1
CARE,NA,38.5150,-111.3191,686.1,0.932,1
CARM,NA,46.8684,-68.0137,2409.0,0.483,1
CARS,NA,39.1449,-119.7994,288.1,10.796,0
CASI,NA,40.8327,-119.2372,424.1,5.392,0
CASL,NA,34.3446,-77.8754,1615.4,0.198,1
CASP,NA,42.8192,-106.3841,1320.0,0.876,1
CASS,NA,43.6020,-83.1611,2714.3,0.364,1
CAST,NA,39.1910,-110.6773,779.3,0.394,1
CAT7,NA,43.1567,-79.2456,2602.2,0.366,1
CATH,NA,46.1973,-123.3673,178.7,9.440,0
CAYS,NA,15.7951,-79.8461,292.6,17.658,0
CAYU,NA,42.9435,-76.5404,2537.6,0.457,1
CBLV,NA,47.6142,-122.1915,294.0,6.161,0
CBMD,NA,19.7380,-79.7583,53.7,2.046,0
CBRG,NA,43.9565,-78.1644,2670.8,0.632,1
CBRM,NA,46.1371,-60.1960,1941.7,1.320,1
CBRV,NA,50.0015,-125.2469,195.6,6.243,0
CBSB,NA,19.7120,-79.8331,53.0,2.150,0
CCMK,NA,41.5897,-87.6932,2588.8,0.173,1
CCPW,NA,46.3212,-117.9786,590.7,1.848,1
CCRA,NA,39.8603,-75.8370,2190.0,0.282,1
CCRM,NA,42.0875,-88.0074,2600.7,0.307,1
CCSK,NA,42.0635,-87.7672,2618.6,0.286,1
CCTY,NA,38.4383,-105.2448,1096.8,0.463,1
CCV5,NA,28.4602,-80.5452,1021.1,0.291,1
CCV6,NA,28.4600,-80.5455,1021.0,0.588,1
CCWR,NA,36.1102,-115.0387,273.2,2.318,0
CCYN,NA,39.1024,-119.3477,313.8,8.431,0
CDVV,NA,34.2542,-106.9698,741.5,0.727,1
CECM,NA,20.5320,-100.8069,400.0,3.699,0
CEDA,NA,40.6807,-112.8605,810.7,2.626,0
CENA,NA,65.4982,-144.6776,571.2,4.737,0
CENS,NA,40.6798,-86.2923,2461.8,0.206,1
CERB,NA,35.4646,-114.0409,273.5,2.350,0
CERR,NA,36.5364,-117.8209,213.1,8.210,0
CFHS,NA,29.9192,-95.6319,1442.2,0.960,1
CFJV,NA,29.8816,-95.5558,1445.6,1.403,1
CH03,NA,42.3944,-82.1927,2565.4,0.303,1
CHA1,NA,32.7576,-79.8429,1474.4,0.661,1
CHA4,NA,42.3998,-82.1920,2566.0,0.156,1
CHA8,NA,42.4061,-82.1858,2566.6,0.198,1
CHB5,NA,45.6535,-84.4656,2960.9,0.215,1
CHB6,NA,45.6537,-84.4658,2960.9,1.958,1
CHCM,NA,48.0106,-122.7759,258.4,6.176,0
CHEL,NA,47.8316,-119.9899,460.1,2.523,0
CHEM,NA,43.2244,-121.7858,284.9,4.356,0
CHER,NA,46.0934,-73.8906,2840.4,0.599,1
CHES,NA,39.9517,-75.6003,2197.7,0.109,1
CHET,NA,18.4953,-88.2992,257.0,1.150,0
CHEY,NA,41.1176,-104.8101,1291.7,0.155,1
CHFA,NA,44.9304,-91.3621,2448.2,0.665,1
CHIC,NA,48.4142,-71.2550,2538.3,0.926,1
CHIH,NA,28.6622,-106.0867,504.7,0.383,1
CHIN,NA,24.5505,-81.8071,620.7,1.079,1
CHIR,NA,32.0057,-109.3664,455.4,1.136,0
CHL1,NA,38.7768,-75.0877,2063.1,0.595,1
CHLO,NA,36.7465,-116.7655,269.8,3.528,0
CHLW,NA,49.1435,-121.9952,354.2,4.760,0
CHME,NA,35.2767,-80.8891,1768.8,0.430,1
CHNA,NA,39.7203,-117.0619,500.2,2.856,0
CHO3,NA,44.0193,-88.1503,2651.4,0.310,1
CHP2,NA,46.1340,-65.8912,2311.7,0.378,1
CHR3,NA,46.9418,-71.0583,2605.8,0.795,1
CHSN,NA,43.1899,-84.1228,2689.0,0.644,1
CHSR,NA,44.6000,-64.3214,2305.1,0.303,1
CHT1,NA,41.6712,-69.9500,2383.5,0.433,1
CHU2,NA,58.7588,-94.0891,2385.9,1.495,1
CHUC,NA,58.7593,-94.0866,2386.1,1.870,1
CHUG,NA,41.7622,-104.8209,1336.3,0.785,1
CHUR,NA,58.7591,-94.0887,2385.9,1.374,1
CHW2,NA,49.1529,-121.9538,357.3,3.988,0
CHWD,NA,55.6984,-121.6347,749.8,0.988,1
CHWK,NA,49.1566,-122.0084,353.7,3.899,0
CHZZ,NA,45.4865,-123.9781,120.0,12.602,0
CIHL,NA,43.7509,-121.1487,339.3,3.495,0
CINN,NA,39.8053,-118.8848,393.7,5.911,0
CJOU,NA,64.6657,-127.8538,780.9,2.288,0
CJTR,NA,34.8217,-92.2730,1970.5,0.552,1
CLA3,NA,34.7869,-112.0906,366.2,1.563,0
CLA5,NA,41.2086,-79.3799,2389.8,0.372,1
CLAN,NA,39.6651,-117.8972,444.4,3.981,0
CLAY,NA,45.3290,-92.1844,2407.5,1.285,1
CLCV,NA,42.9760,-122.0894,259.5,6.178,0
CLDA,NA,44.3730,-65.0331,2365.6,0.411,1
CLDL,NA,54.4147,-110.2099,1317.1,1.932,1
CLDN,NA,43.8393,-79.8056,2684.1,0.513,1
CLEM,NA,47.2049,-120.9698,377.7,3.948,0
CLGO,NA,64.8738,-147.8605,563.4,5.097,0
CLGR,NA,51.0116,-113.9829,961.7,2.606,0
CLHQ,NA,42.8959,-122.1360,254.2,4.977,0
CLIF,NA,32.8460,-109.4169,472.8,1.050,0
CLK5,NA,44.9356,-97.9607,1991.3,2.231,0
CLNS,NA,51.9766,-105.8741,1532.7,1.065,1
CLOV,NA,40.5584,-114.8742,703.5,2.996,0
CLRE,NA,42.7239,-82.5957,2608.5,0.124,1
CLRS,NA,48.8203,-124.1309,196.5,8.097,0
CLV1,NA,36.2146,-115.2582,273.1,2.475,0
CLV3,NA,36.1820,-115.3498,266.1,2.076,0
CLWD,NA,44.5084,-80.2201,2763.1,1.289,1
CLWZ,NA,42.9343,-122.1492,253.9,5.012,0
CMAP,NA,39.0057,-74.9079,2087.1,0.270,1
CMFB,NA,29.6814,-95.7288,1419.1,1.220,1
CMRS,NA,53.0232,-112.8281,1109.9,1.568,1
CMTE,NA,45.6495,-74.9335,2824.0,1.142,1
CMTS,NA,42.1454,-71.9829,2425.9,0.331,1
CN03,NA,18.4905,-64.4025,143.5,18.687,0
CN05,NA,18.5639,-68.3594,125.2,14.925,0
CN06,NA,18.7898,-70.6561,133.1,12.893,0
CN07,NA,19.7576,-70.5659,27.9,5.054,0
CN09,NA,19.6877,-72.1398,73.3,8.504,0
CN10,NA,17.4152,-75.9706,273.3,17.643,0
CN11,NA,17.0212,-77.7841,281.9,17.788,0
CN12,NA,18.0045,-76.7491,195.3,15.602,0
CN13,NA,24.0652,-74.5338,437.1,0.504,0
CN14,NA,20.9753,-73.6780,88.7,1.706,0
CN15,NA,26.5567,-78.6931,777.1,0.502,1
CN16,NA,21.4223,-77.8498,200.9,0.957,0
CN18,NA,17.4077,-83.9443,26.6,5.927,0
CN23,NA,17.2606,-88.7788,151.8,1.634,0
CN25,NA,16.2320,-92.1352,292.9,5.534,0
CN27,NA,19.6671,-69.9398,15.5,3.805,0
CN29,NA,14.0488,-83.3746,377.7,18.858,0
CN35,NA,13.3755,-81.3629,361.9,18.428,0
CN53,NA,21.7827,-72.2539,161.6,1.513,0
CN58,NA,18.5866,-63.4265,123.1,20.064,0
CNC0,NA,21.1747,-86.8209,489.2,0.722,0
CNC1,NA,40.0771,-108.7896,961.9,0.406,1
CNCR,NA,48.5387,-121.7493,348.9,4.092,0
CNM1,NA,35.0764,-106.6247,810.2,1.028,1
CNSO,NA,45.3324,-61.0289,2044.0,0.607,1
CNWM,NA,37.5228,-92.7035,2070.1,0.437,1
COA3,NA,39.1960,-106.8546,1024.3,0.076,1
COAL,NA,40.2502,-118.3461,459.1,5.808,0
COAT,NA,45.1330,-71.8198,2758.3,1.515,1
COBD,NA,40.0639,-105.2032,1195.4,0.840,1
COBE,NA,40.6391,-104.3321,1292.5,0.465,1
COBK,NA,39.5297,-106.0477,1102.3,0.100,1
COBO,NA,43.9602,-78.1497,2670.9,0.676,1
COBY,NA,39.7078,-104.2176,1244.5,0.056,1
COC1,NA,51.2070,-114.4192,938.7,0.471,1
COC2,NA,37.2968,-108.6174,777.6,1.425,1
COCA,NA,39.0384,-104.2977,1200.9,0.364,1
COCF,NA,39.5398,-105.2979,1156.3,0.090,1
COCY,NA,38.4382,-105.2448,1096.8,0.757,1
CODN,NA,39.8251,-104.6681,1218.8,0.750,1
CODU,NA,37.2481,-107.8677,831.1,0.837,1
COF1,NA,39.6050,-119.2406,356.1,7.187,0
COFC,NA,40.5934,-105.1604,1232.9,0.070,1
COFG,NA,40.2678,-103.8254,1305.7,0.473,1
COGJ,NA,39.0844,-108.4603,908.5,1.033,1
COGL,NA,40.2513,-105.8336,1164.5,0.271,1
COGR,NA,40.3780,-104.7043,1250.1,0.671,1
COGW,NA,39.6101,-104.8869,1190.2,0.406,1
COH1,NA,29.6703,-95.5426,1433.1,1.906,1
COH2,NA,29.6285,-95.4116,1440.8,0.921,1
COH6,NA,30.0397,-95.1848,1484.9,1.912,1
COK2,NA,47.8600,-92.7031,2483.8,1.428,1
COKC,NA,38.7652,-102.7919,1303.9,0.965,1
COKO,NA,28.5117,-80.7941,1031.2,0.928,1
COKR,NA,40.0646,-106.4024,1113.7,0.874,1
COL2,NA,19.2444,-103.7019,133.4,7.366,0
COL3,NA,44.4851,-80.2622,2761.1,0.635,1
COL9,NA,44.7699,-93.8133,2265.2,0.277,1
COLA,NA,34.0810,-81.1217,1643.4,1.534,1
COLB,NA,39.9598,-83.0458,2318.8,0.460,1
COLD,NA,39.4110,-117.8509,427.1,3.731,0
COLJ,NA,37.9826,-103.5414,1209.5,0.972,1
COLN,NA,40.4019,-105.1047,1224.0,0.714,1
COLU,NA,38.0888,-118.0540,318.2,5.666,0
COLV,NA,48.5448,-117.9033,623.3,1.521,1
COM0,NA,44.0776,-89.5351,2548.4,0.114,1
COMP,NA,41.5001,-71.1527,2356.5,0.264,1
COND,NA,45.2379,-120.1814,412.0,2.140,0
CONO,NA,35.7026,-81.2336,1821.7,0.539,1
CONW,NA,38.1248,-119.1723,246.2,12.410,0
COO1,NA,47.8613,-92.6904,2484.6,1.171,1
COOL,NA,32.9773,-111.5176,304.0,1.427,0
COON,NA,40.6526,-112.1210,837.1,1.749,1
COPP,NA,39.9150,-118.1969,447.6,5.422,0
COPU,NA,38.2717,-104.6142,1137.0,0.372,1
COR3,NA,64.1882,-83.3499,2738.1,1.366,1
COR6,NA,45.0159,-74.7278,2752.7,1.048,1
COR8,NA,46.2622,-79.2916,2940.0,1.233,1
COR9,NA,52.0916,-111.4329,1164.7,1.773,1
CORB,NA,38.2022,-77.3735,2031.0,0.120,1
CORN,NA,45.0361,-74.7312,2754.9,0.827,1
CORV,NA,44.5855,-123.3046,164.0,8.319,0
COSA,NA,33.5687,-111.8822,316.7,1.784,0
COSG,NA,38.9601,-104.7809,1160.3,0.362,1
COSL,NA,40.6200,-103.2263,1369.4,0.288,1
COT1,NA,32.2245,-110.9719,312.6,1.614,0
COT2,NA,32.2375,-110.8309,325.7,1.698,0
COTM,NA,29.3938,-94.9982,1459.7,0.777,1
COTN,NA,47.1671,-92.4861,2480.9,0.882,1
COTT,NA,41.5907,-119.3418,446.8,4.732,0
COUG,NA,46.0592,-122.2608,260.8,5.637,0
COUP,NA,48.2173,-122.6856,271.6,6.278,0
COUR,NA,49.6896,-124.9956,193.1,7.657,0
COVE,NA,38.6235,-112.8438,613.3,2.023,0
COVG,NA,30.4759,-90.0955,1540.5,0.447,1
COVX,NA,36.9046,-75.7127,1862.8,0.309,1
COWA,NA,45.2132,-72.7415,2767.0,1.910,1
COWB,NA,37.6321,-104.7916,1093.1,0.750,1
COWE,NA,40.7515,-104.9948,1254.6,0.637,1
COWI,NA,39.9172,-105.7861,1145.5,0.682,1
COWN,NA,52.0331,-100.6499,1888.9,1.650,1
CP01,NA,42.8245,-71.4166,2502.6,0.232,1
CP32,NA,50.8329,-113.9193,960.8,1.431,1
CPAC,NA,43.0105,-82.9343,2646.0,0.328,1
CPCO,NA,43.7221,-121.2332,333.0,3.485,0
CPLC,NA,45.1724,-76.0576,2778.8,0.786,1
CPRV,NA,50.0285,-125.2690,194.9,4.360,0
CPUD,NA,47.4302,-120.3142,430.4,2.786,0
CPXF,NA,46.8401,-122.2565,275.5,5.902,0
CPXX,NA,46.8401,-122.2565,275.5,5.862,0
CRA3,NA,51.0449,-105.8082,1524.0,1.394,1
CRA4,NA,49.5221,-115.7689,797.7,1.365,1
CRA5,NA,43.4158,-118.5749,545.3,2.270,0
CRAM,NA,37.0812,-116.8184,301.8,3.253,0
CRAT,NA,36.8077,-116.5693,283.8,3.151,0
CRBG,NA,43.8303,-112.6353,1017.6,1.932,1
CRBN,NA,47.0819,-122.0535,294.7,6.303,0
CRKS,NA,47.7652,-96.6279,2197.5,0.636,1
CRL1,NA,45.1725,-76.0575,2778.8,1.083,1
CRLR,NA,18.4167,-68.9369,130.7,13.844,0
CRLV,NA,47.5499,-70.3266,2524.7,0.870,1
CRN2,NA,48.9439,-57.9491,1639.4,0.737,1
CRND,NA,31.3479,-110.2572,357.9,1.052,0
CRNR,NA,30.1675,-81.3692,1222.6,0.786,1
CRO1,NA,17.7569,-64.5843,226.3,18.443,0
CROK,NA,46.2746,-122.9125,214.5,7.224,0
CRSE,NA,18.7681,-69.0437,93.5,12.939,0
CRST,NA,30.7261,-86.5062,1403.0,0.102,1
CRWG,NA,46.2598,-94.3200,2309.4,1.792,1
CRY1,NA,49.1506,-98.9427,2008.7,0.844,1
CRYS,NA,39.2491,-120.0097,279.1,11.025,0
CSAL,NA,33.5920,-91.8148,1918.0,0.772,1
CSHQ,NA,46.8707,-121.7324,315.3,5.249,0
CSHR,NA,46.8707,-121.7324,315.3,4.632,0
CSKI,NA,47.3806,-122.2358,287.9,5.303,0
CST1,NA,49.2582,-117.6575,658.0,1.485,1
CST2,NA,50.9189,-114.1650,946.6,1.813,1
CSTE,NA,29.7956,-95.5107,1443.6,1.553,1
CSTS,NA,50.8910,-114.0484,953.7,0.217,1
CTA1,NA,36.3437,-94.1800,1893.8,0.381,1
CTAV,NA,41.8004,-72.8366,2387.8,0.152,1
CTBP,NA,41.1752,-73.1958,2319.2,0.143,1
CTBR,NA,41.4972,-73.4182,2355.8,0.356,1
CTCL,NA,41.2736,-72.4900,2328.8,1.081,1
CTDA,NA,41.0659,-73.5072,2308.3,0.327,1
CTDB,NA,41.3929,-73.4431,2344.3,0.611,1
CTEG,NA,41.9234,-72.6989,2401.2,0.303,1
CTGI,NA,41.6135,-71.9474,2366.8,0.423,1
CTGR,NA,41.3353,-72.0497,2335.7,0.143,1
CTGU,NA,41.2894,-72.6679,2330.7,0.110,1
CTI4,NA,37.1529,-107.7561,834.5,1.442,1
CTMA,NA,41.7314,-72.2108,2379.6,0.291,1
CTMC,NA,39.7215,-105.1929,1174.8,0.415,1
CTMN,NA,41.5777,-72.6718,2362.7,0.357,1
CTNE,NA,41.6735,-72.7145,2373.5,0.220,1
CTNH,NA,41.2977,-72.9122,2332.0,0.792,1
CTPL,NA,41.6378,-71.9508,2369.5,0.547,1
CTPT,NA,42.3767,-122.8940,189.5,7.608,0
CTPU,NA,41.8997,-71.8891,2398.7,0.374,1
CTSF,NA,41.0745,-73.5177,2309.3,0.437,1
CTWA,NA,41.5437,-73.0491,2359.7,0.420,1
CTWC,NA,41.7176,-72.2475,2378.1,0.443,1
CTWF,NA,41.3358,-72.1155,2335.7,0.763,1
CTWI,NA,41.8978,-73.0697,2399.1,0.355,1
CULM,NA,47.9754,-121.6869,336.6,4.508,0
CUPR,NA,18.3074,-65.2825,170.4,18.125,0
CUSH,NA,47.4233,-123.2199,215.8,8.403,0
CVMS,NA,35.5414,-89.6435,2009.9,0.462,1
CVO1,NA,45.6109,-122.4961,235.7,6.532,0
DAND,NA,46.2156,-92.1824,2451.0,0.576,1
DANE,NA,74.3119,-20.1998,401.3,2.940,0
DANP,NA,46.2800,-119.2763,491.2,2.306,0
DAR4,NA,44.7001,-63.5858,2250.6,0.634,1
DAW1,NA,55.7454,-120.2223,825.2,0.886,1
DBLO,NA,42.7905,-120.4193,392.2,3.838,0
DCDC,NA,38.9461,-77.0979,2107.0,0.289,1
DCSO,NA,43.2110,-123.3415,159.0,7.515,0
DCUT,NA,40.4128,-111.5276,841.2,0.094,1
DDGC,NA,44.0267,-92.8385,2300.7,0.050,1
DDMN,NA,37.7442,-118.9812,231.0,12.934,0
DDSN,NA,43.1188,-123.2442,166.2,7.451,0
DEAC,NA,39.7401,-105.2212,1173.9,0.886,1
DECH,NA,38.0515,-119.0906,246.8,12.207,0
DED2,NA,38.6645,-75.3774,2053.3,0.097,1
DEDB,NA,38.6072,-75.0615,2044.1,0.780,1
DEDO,NA,39.1868,-75.5388,2112.6,0.260,1
DEED,NA,39.7603,-75.5202,2175.8,0.563,1
DEEJ,NA,47.4688,-123.9261,163.0,13.473,0
DEEP,NA,37.3426,-118.0472,266.2,7.611,0
DEFI,NA,41.2770,-84.4136,2487.9,0.857,1
DEHA,NA,38.9175,-75.6296,2083.8,0.211,1
DEKO,NA,43.4272,-89.4820,2529.4,0.465,1
DELW,NA,38.7914,-75.1670,2065.4,0.483,1
DEMI,NA,38.6103,-75.2029,2045.7,0.075,1
DEN1,NA,29.5104,-95.2580,1445.8,1.031,1
DEN2,NA,29.5049,-95.2540,1445.7,0.614,1
DEN3,NA,29.4937,-95.2546,1445.0,0.746,1
DEN4,NA,29.5002,-95.2296,1447.4,0.432,1
DENE,NA,39.6767,-75.7430,2168.8,0.150,1
DEP2,NA,44.4074,-88.1155,2667.3,0.892,1
DERE,NA,44.4614,-88.0639,2673.1,0.570,1
DES5,NA,41.0429,-74.7208,2311.7,0.335,1
DET5,NA,42.2973,-83.0953,2572.3,0.416,1
DET6,NA,42.2972,-83.0955,2572.3,0.192,1
DEV1,NA,28.1777,-91.7327,1388.7,5.545,0
DEW1,NA,38.9880,-76.6937,2105.2,0.119,1
DEW2,NA,38.2539,-77.4960,2038.9,0.225,1
DEW3,NA,39.7278,-77.2916,2195.5,1.225,1
DEW4,NA,38.7806,-76.5540,2080.4,0.320,1
DEW5,NA,39.6103,-77.6879,2189.7,0.695,1
DEW6,NA,38.8022,-77.5989,2100.4,0.521,1
DEW7,NA,38.2560,-77.4940,2039.1,0.294,1
DFNK,NA,30.7335,-86.1498,1391.9,0.546,1
DGBY,NA,44.6207,-65.7598,2396.4,0.055,1
DGJG,NA,71.7865,-29.8502,564.8,3.564,0
DHLC,NA,31.9599,-93.4762,1725.7,1.925,1
DIAM,NA,40.2042,-120.4725,299.4,8.808,0
DIRT,NA,37.9143,-110.3798,697.6,0.958,1
DISD,NA,29.2893,-95.7404,1393.3,0.328,1
DKN1,NA,40.2049,-77.2002,2246.1,0.318,1
DKSG,NA,76.3516,-61.6777,1235.0,2.677,0
DLND,NA,29.0564,-81.2632,1099.7,0.485,1
DLOR,NA,49.1944,-100.4946,1895.9,1.178,1
DLSN,NA,45.3616,-73.5366,2785.5,1.262,1
DLTA,NA,49.1335,-123.0153,285.0,5.804,0
DLTH,NA,46.7975,-92.1078,2486.2,0.786,1
DMFB,NA,29.6226,-95.5837,1426.8,1.908,1
DMHN,NA,76.7711,-18.6557,534.3,3.240,0
DMND,NA,48.1368,-117.1637,672.4,1.337,1
DNF0,NA,37.7102,-113.0581,521.1,4.786,0
DNRC,NA,39.1601,-75.5236,2109.5,0.749,1
DNV2,NA,42.9129,-79.5843,2579.6,1.350,1
DOBI,NA,38.0502,-118.7663,268.1,10.148,0
DOBS,NA,36.4254,-80.7199,1890.0,0.701,1
DOL1,NA,48.8683,-72.2333,2577.9,0.712,1
DOLE,NA,42.9781,-90.1282,2464.4,0.139,1
DOT1,NA,39.1562,-119.7634,291.3,10.021,0
DOTY,NA,45.2197,-88.6068,2660.9,0.624,1
DOYL,NA,40.0259,-120.1473,317.2,9.534,0
DP01,NA,38.0854,-78.4790,2034.8,0.147,1
DP02,NA,37.3306,-79.2029,1962.6,0.680,1
DP03,NA,37.7437,-77.4688,1983.1,0.045,1
DP04,NA,37.5138,-76.6302,1942.9,0.181,1
DP05,NA,37.3798,-79.9127,1980.0,0.293,1
